,id,name,start_timestamp,sport,league,teams,scores
10,,Houston Rockets - Golden State Warriors,2015-05-24 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Golden State Warriors']","{'Houston Rockets': 80, 'Golden State Warriors': 115}"
11,,Atlanta Hawks - Cleveland Cavaliers,2015-05-23 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Cleveland Cavaliers']","{'Atlanta Hawks': 82, 'Cleveland Cavaliers': 94}"
12,,Golden State Warriors - Houston Rockets,2015-05-22 01:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 99, 'Houston Rockets': 98}"
13,,Atlanta Hawks - Cleveland Cavaliers,2015-05-21 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Cleveland Cavaliers']","{'Atlanta Hawks': 89, 'Cleveland Cavaliers': 97}"
14,,Golden State Warriors - Houston Rockets,2015-05-20 01:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 110, 'Houston Rockets': 106}"
15,,Houston Rockets - Los Angeles Clippers,2015-05-17 19:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Los Angeles Clippers']","{'Houston Rockets': 113, 'Los Angeles Clippers': 100}"
16,,Memphis Grizzlies - Golden State Warriors,2015-05-16 01:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Golden State Warriors']","{'Memphis Grizzlies': 95, 'Golden State Warriors': 108}"
17,,Washington Wizards - Atlanta Hawks,2015-05-15 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Atlanta Hawks']","{'Washington Wizards': 91, 'Atlanta Hawks': 94}"
18,,Los Angeles Clippers - Houston Rockets,2015-05-15 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Houston Rockets']","{'Los Angeles Clippers': 107, 'Houston Rockets': 119}"
19,,Chicago Bulls - Cleveland Cavaliers,2015-05-15 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Cleveland Cavaliers']","{'Chicago Bulls': 73, 'Cleveland Cavaliers': 94}"
20,,Golden State Warriors - Memphis Grizzlies,2015-05-14 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Memphis Grizzlies']","{'Golden State Warriors': 98, 'Memphis Grizzlies': 78}"
21,,Atlanta Hawks - Washington Wizards,2015-05-14 00:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Washington Wizards']","{'Atlanta Hawks': 82, 'Washington Wizards': 81}"
22,,Houston Rockets - Los Angeles Clippers,2015-05-13 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Los Angeles Clippers']","{'Houston Rockets': 124, 'Los Angeles Clippers': 103}"
23,,Cleveland Cavaliers - Chicago Bulls,2015-05-12 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Chicago Bulls']","{'Cleveland Cavaliers': 106, 'Chicago Bulls': 101}"
24,,Memphis Grizzlies - Golden State Warriors,2015-05-12 01:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Golden State Warriors']","{'Memphis Grizzlies': 84, 'Golden State Warriors': 101}"
25,,Washington Wizards - Atlanta Hawks,2015-05-11 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Atlanta Hawks']","{'Washington Wizards': 101, 'Atlanta Hawks': 106}"
26,,Los Angeles Clippers - Houston Rockets,2015-05-11 00:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Houston Rockets']","{'Los Angeles Clippers': 128, 'Houston Rockets': 95}"
27,,Chicago Bulls - Cleveland Cavaliers,2015-05-10 19:30:00+00:00,basketball,NBA,"['Chicago Bulls', 'Cleveland Cavaliers']","{'Chicago Bulls': 84, 'Cleveland Cavaliers': 86}"
28,,Memphis Grizzlies - Golden State Warriors,2015-05-10 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Golden State Warriors']","{'Memphis Grizzlies': 99, 'Golden State Warriors': 89}"
29,,Washington Wizards - Atlanta Hawks,2015-05-09 21:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Atlanta Hawks']","{'Washington Wizards': 103, 'Atlanta Hawks': 101}"
30,,Los Angeles Clippers - Houston Rockets,2015-05-09 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Houston Rockets']","{'Los Angeles Clippers': 124, 'Houston Rockets': 99}"
31,,Chicago Bulls - Cleveland Cavaliers,2015-05-09 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Cleveland Cavaliers']","{'Chicago Bulls': 99, 'Cleveland Cavaliers': 96}"
32,,Houston Rockets - Los Angeles Clippers,2015-05-07 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Los Angeles Clippers']","{'Houston Rockets': 115, 'Los Angeles Clippers': 109}"
33,,Cleveland Cavaliers - Chicago Bulls,2015-05-06 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Chicago Bulls']","{'Cleveland Cavaliers': 106, 'Chicago Bulls': 91}"
34,,Golden State Warriors - Memphis Grizzlies,2015-05-06 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Memphis Grizzlies']","{'Golden State Warriors': 90, 'Memphis Grizzlies': 97}"
35,,Atlanta Hawks - Washington Wizards,2015-05-06 00:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Washington Wizards']","{'Atlanta Hawks': 106, 'Washington Wizards': 90}"
36,,Houston Rockets - Los Angeles Clippers,2015-05-05 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Los Angeles Clippers']","{'Houston Rockets': 101, 'Los Angeles Clippers': 117}"
37,,Cleveland Cavaliers - Chicago Bulls,2015-05-04 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Chicago Bulls']","{'Cleveland Cavaliers': 92, 'Chicago Bulls': 99}"
38,,Golden State Warriors - Memphis Grizzlies,2015-05-03 19:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Memphis Grizzlies']","{'Golden State Warriors': 101, 'Memphis Grizzlies': 86}"
39,,Atlanta Hawks - Washington Wizards,2015-05-03 17:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Washington Wizards']","{'Atlanta Hawks': 98, 'Washington Wizards': 104}"
40,,Los Angeles Clippers - San Antonio Spurs,2015-05-03 00:00:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'San Antonio Spurs']","{'Los Angeles Clippers': 111, 'San Antonio Spurs': 109}"
41,,Brooklyn Nets - Atlanta Hawks,2015-05-02 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Atlanta Hawks']","{'Brooklyn Nets': 87, 'Atlanta Hawks': 111}"
42,,San Antonio Spurs - Los Angeles Clippers,2015-05-01 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Los Angeles Clippers']","{'San Antonio Spurs': 96, 'Los Angeles Clippers': 102}"
43,,Milwaukee Bucks - Chicago Bulls,2015-04-30 23:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Chicago Bulls']","{'Milwaukee Bucks': 66, 'Chicago Bulls': 120}"
44,,Memphis Grizzlies - Portland Trail Blazers,2015-04-30 01:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Portland Trail Blazers']","{'Memphis Grizzlies': 99, 'Portland Trail Blazers': 93}"
45,,Atlanta Hawks - Brooklyn Nets,2015-04-29 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Brooklyn Nets']","{'Atlanta Hawks': 107, 'Brooklyn Nets': 97}"
46,,Los Angeles Clippers - San Antonio Spurs,2015-04-29 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'San Antonio Spurs']","{'Los Angeles Clippers': 107, 'San Antonio Spurs': 111}"
47,,Houston Rockets - Dallas Mavericks,2015-04-29 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Dallas Mavericks']","{'Houston Rockets': 103, 'Dallas Mavericks': 94}"
48,,Portland Trail Blazers - Memphis Grizzlies,2015-04-28 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Memphis Grizzlies']","{'Portland Trail Blazers': 99, 'Memphis Grizzlies': 92}"
49,,Chicago Bulls - Milwaukee Bucks,2015-04-28 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Milwaukee Bucks']","{'Chicago Bulls': 88, 'Milwaukee Bucks': 94}"
50,,Brooklyn Nets - Atlanta Hawks,2015-04-27 23:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Atlanta Hawks']","{'Brooklyn Nets': 120, 'Atlanta Hawks': 115}"
51,,Dallas Mavericks - Houston Rockets,2015-04-27 01:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Houston Rockets']","{'Dallas Mavericks': 121, 'Houston Rockets': 109}"
52,,Washington Wizards - Toronto Raptors,2015-04-26 22:30:00+00:00,basketball,NBA,"['Washington Wizards', 'Toronto Raptors']","{'Washington Wizards': 125, 'Toronto Raptors': 94}"
53,,San Antonio Spurs - Los Angeles Clippers,2015-04-26 19:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Los Angeles Clippers']","{'San Antonio Spurs': 105, 'Los Angeles Clippers': 114}"
54,,Boston Celtics - Cleveland Cavaliers,2015-04-26 17:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Cleveland Cavaliers']","{'Boston Celtics': 93, 'Cleveland Cavaliers': 101}"
55,,Portland Trail Blazers - Memphis Grizzlies,2015-04-26 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Memphis Grizzlies']","{'Portland Trail Blazers': 109, 'Memphis Grizzlies': 115}"
56,,New Orleans Pelicans - Golden State Warriors,2015-04-26 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Golden State Warriors']","{'New Orleans Pelicans': 98, 'Golden State Warriors': 109}"
57,,Milwaukee Bucks - Chicago Bulls,2015-04-25 21:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Chicago Bulls']","{'Milwaukee Bucks': 92, 'Chicago Bulls': 90}"
58,,Brooklyn Nets - Atlanta Hawks,2015-04-25 19:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Atlanta Hawks']","{'Brooklyn Nets': 91, 'Atlanta Hawks': 83}"
59,,San Antonio Spurs - Los Angeles Clippers,2015-04-25 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Los Angeles Clippers']","{'San Antonio Spurs': 100, 'Los Angeles Clippers': 73}"
60,,Washington Wizards - Toronto Raptors,2015-04-25 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Toronto Raptors']","{'Washington Wizards': 106, 'Toronto Raptors': 99}"
61,,Dallas Mavericks - Houston Rockets,2015-04-24 23:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Houston Rockets']","{'Dallas Mavericks': 128, 'Houston Rockets': 130}"
62,,New Orleans Pelicans - Golden State Warriors,2015-04-24 01:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Golden State Warriors']","{'New Orleans Pelicans': 119, 'Golden State Warriors': 123}"
63,,Milwaukee Bucks - Chicago Bulls,2015-04-24 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Chicago Bulls']","{'Milwaukee Bucks': 106, 'Chicago Bulls': 113}"
64,,Boston Celtics - Cleveland Cavaliers,2015-04-23 23:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Cleveland Cavaliers']","{'Boston Celtics': 95, 'Cleveland Cavaliers': 103}"
65,,Los Angeles Clippers - San Antonio Spurs,2015-04-23 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'San Antonio Spurs']","{'Los Angeles Clippers': 107, 'San Antonio Spurs': 111}"
66,,Memphis Grizzlies - Portland Trail Blazers,2015-04-23 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Portland Trail Blazers']","{'Memphis Grizzlies': 97, 'Portland Trail Blazers': 82}"
67,,Atlanta Hawks - Brooklyn Nets,2015-04-22 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Brooklyn Nets']","{'Atlanta Hawks': 96, 'Brooklyn Nets': 91}"
68,,Houston Rockets - Dallas Mavericks,2015-04-22 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Dallas Mavericks']","{'Houston Rockets': 111, 'Dallas Mavericks': 99}"
69,,Toronto Raptors - Washington Wizards,2015-04-22 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Washington Wizards']","{'Toronto Raptors': 106, 'Washington Wizards': 117}"
70,,Cleveland Cavaliers - Boston Celtics,2015-04-21 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Boston Celtics']","{'Cleveland Cavaliers': 99, 'Boston Celtics': 91}"
71,,Golden State Warriors - New Orleans Pelicans,2015-04-21 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'New Orleans Pelicans']","{'Golden State Warriors': 97, 'New Orleans Pelicans': 87}"
72,,Chicago Bulls - Milwaukee Bucks,2015-04-21 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Milwaukee Bucks']","{'Chicago Bulls': 91, 'Milwaukee Bucks': 82}"
73,,Los Angeles Clippers - San Antonio Spurs,2015-04-20 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'San Antonio Spurs']","{'Los Angeles Clippers': 107, 'San Antonio Spurs': 92}"
74,,Memphis Grizzlies - Portland Trail Blazers,2015-04-20 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Portland Trail Blazers']","{'Memphis Grizzlies': 100, 'Portland Trail Blazers': 86}"
75,,Atlanta Hawks - Brooklyn Nets,2015-04-19 21:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Brooklyn Nets']","{'Atlanta Hawks': 99, 'Brooklyn Nets': 92}"
76,,Cleveland Cavaliers - Boston Celtics,2015-04-19 19:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Boston Celtics']","{'Cleveland Cavaliers': 113, 'Boston Celtics': 100}"
77,,Houston Rockets - Dallas Mavericks,2015-04-19 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Dallas Mavericks']","{'Houston Rockets': 118, 'Dallas Mavericks': 108}"
78,,Chicago Bulls - Milwaukee Bucks,2015-04-18 23:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Milwaukee Bucks']","{'Chicago Bulls': 103, 'Milwaukee Bucks': 91}"
79,,Golden State Warriors - New Orleans Pelicans,2015-04-18 19:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'New Orleans Pelicans']","{'Golden State Warriors': 106, 'New Orleans Pelicans': 99}"
80,,Toronto Raptors - Washington Wizards,2015-04-18 16:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Washington Wizards']","{'Toronto Raptors': 86, 'Washington Wizards': 93}"
81,,Golden State Warriors - Denver Nuggets,2015-04-16 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Denver Nuggets']","{'Golden State Warriors': 133, 'Denver Nuggets': 126}"
82,,Los Angeles Lakers - Sacramento Kings,2015-04-16 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Sacramento Kings']","{'Los Angeles Lakers': 99, 'Sacramento Kings': 122}"
83,,Memphis Grizzlies - Indiana Pacers,2015-04-16 01:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Indiana Pacers']","{'Memphis Grizzlies': 95, 'Indiana Pacers': 83}"
84,,Brooklyn Nets - Orlando Magic,2015-04-16 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Orlando Magic']","{'Brooklyn Nets': 101, 'Orlando Magic': 88}"
85,,Chicago Bulls - Atlanta Hawks,2015-04-16 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Atlanta Hawks']","{'Chicago Bulls': 91, 'Atlanta Hawks': 85}"
86,,Cleveland Cavaliers - Washington Wizards,2015-04-16 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Washington Wizards']","{'Cleveland Cavaliers': 113, 'Washington Wizards': 108}"
87,,Dallas Mavericks - Portland Trail Blazers,2015-04-16 00:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Portland Trail Blazers']","{'Dallas Mavericks': 114, 'Portland Trail Blazers': 98}"
88,,Houston Rockets - Utah Jazz,2015-04-16 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Utah Jazz']","{'Houston Rockets': 117, 'Utah Jazz': 91}"
89,,Milwaukee Bucks - Boston Celtics,2015-04-16 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Boston Celtics']","{'Milwaukee Bucks': 100, 'Boston Celtics': 105}"
90,,Minnesota Timberwolves - Oklahoma City Thunder,2015-04-16 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Oklahoma City Thunder']","{'Minnesota Timberwolves': 113, 'Oklahoma City Thunder': 138}"
91,,New Orleans Pelicans - San Antonio Spurs,2015-04-16 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'San Antonio Spurs']","{'New Orleans Pelicans': 108, 'San Antonio Spurs': 103}"
92,,New York Knicks - Detroit Pistons,2015-04-16 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Detroit Pistons']","{'New York Knicks': 90, 'Detroit Pistons': 112}"
93,,Philadelphia 76ers - Miami Heat,2015-04-16 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Miami Heat']","{'Philadelphia 76ers': 101, 'Miami Heat': 105}"
94,,Toronto Raptors - Charlotte Hornets,2015-04-15 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Charlotte Hornets']","{'Toronto Raptors': 92, 'Charlotte Hornets': 87}"
95,,Phoenix Suns - Los Angeles Clippers,2015-04-15 02:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'Los Angeles Clippers']","{'Phoenix Suns': 101, 'Los Angeles Clippers': 112}"
96,,Indiana Pacers - Washington Wizards,2015-04-15 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Washington Wizards']","{'Indiana Pacers': 99, 'Washington Wizards': 95}"
97,,Boston Celtics - Toronto Raptors,2015-04-14 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Toronto Raptors']","{'Boston Celtics': 95, 'Toronto Raptors': 93}"
98,,Golden State Warriors - Memphis Grizzlies,2015-04-14 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Memphis Grizzlies']","{'Golden State Warriors': 111, 'Memphis Grizzlies': 107}"
99,,Los Angeles Clippers - Denver Nuggets,2015-04-14 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Denver Nuggets']","{'Los Angeles Clippers': 110, 'Denver Nuggets': 103}"
100,,Sacramento Kings - Los Angeles Lakers,2015-04-14 02:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'Los Angeles Lakers']","{'Sacramento Kings': 102, 'Los Angeles Lakers': 92}"
101,,Utah Jazz - Dallas Mavericks,2015-04-14 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Dallas Mavericks']","{'Utah Jazz': 109, 'Dallas Mavericks': 92}"
102,,Minnesota Timberwolves - New Orleans Pelicans,2015-04-14 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'New Orleans Pelicans']","{'Minnesota Timberwolves': 88, 'New Orleans Pelicans': 100}"
103,,Oklahoma City Thunder - Portland Trail Blazers,2015-04-14 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Portland Trail Blazers']","{'Oklahoma City Thunder': 101, 'Portland Trail Blazers': 90}"
104,,Atlanta Hawks - New York Knicks,2015-04-13 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'New York Knicks']","{'Atlanta Hawks': 108, 'New York Knicks': 112}"
105,,Brooklyn Nets - Chicago Bulls,2015-04-13 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Chicago Bulls']","{'Brooklyn Nets': 86, 'Chicago Bulls': 113}"
106,,Miami Heat - Orlando Magic,2015-04-13 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Orlando Magic']","{'Miami Heat': 100, 'Orlando Magic': 93}"
107,,Charlotte Hornets - Houston Rockets,2015-04-13 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Houston Rockets']","{'Charlotte Hornets': 90, 'Houston Rockets': 100}"
108,,Cleveland Cavaliers - Detroit Pistons,2015-04-13 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Detroit Pistons']","{'Cleveland Cavaliers': 109, 'Detroit Pistons': 97}"
109,,Philadelphia 76ers - Milwaukee Bucks,2015-04-13 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Milwaukee Bucks']","{'Philadelphia 76ers': 97, 'Milwaukee Bucks': 107}"
110,,Los Angeles Lakers - Dallas Mavericks,2015-04-13 01:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Dallas Mavericks']","{'Los Angeles Lakers': 106, 'Dallas Mavericks': 120}"
111,,Houston Rockets - New Orleans Pelicans,2015-04-12 23:00:00+00:00,basketball,NBA,"['Houston Rockets', 'New Orleans Pelicans']","{'Houston Rockets': 121, 'New Orleans Pelicans': 114}"
112,,San Antonio Spurs - Phoenix Suns,2015-04-12 23:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Phoenix Suns']","{'San Antonio Spurs': 107, 'Phoenix Suns': 91}"
113,,Indiana Pacers - Oklahoma City Thunder,2015-04-12 22:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Oklahoma City Thunder']","{'Indiana Pacers': 116, 'Oklahoma City Thunder': 104}"
114,,Washington Wizards - Atlanta Hawks,2015-04-12 22:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Atlanta Hawks']","{'Washington Wizards': 108, 'Atlanta Hawks': 99}"
115,,Denver Nuggets - Sacramento Kings,2015-04-12 21:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Sacramento Kings']","{'Denver Nuggets': 122, 'Sacramento Kings': 111}"
116,,Detroit Pistons - Charlotte Hornets,2015-04-12 19:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Charlotte Hornets']","{'Detroit Pistons': 116, 'Charlotte Hornets': 77}"
117,,Boston Celtics - Cleveland Cavaliers,2015-04-12 19:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Cleveland Cavaliers']","{'Boston Celtics': 117, 'Cleveland Cavaliers': 78}"
118,,Milwaukee Bucks - Brooklyn Nets,2015-04-12 19:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Brooklyn Nets']","{'Milwaukee Bucks': 96, 'Brooklyn Nets': 73}"
119,,Golden State Warriors - Minnesota Timberwolves,2015-04-12 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Minnesota Timberwolves']","{'Golden State Warriors': 110, 'Minnesota Timberwolves': 101}"
120,,Los Angeles Clippers - Memphis Grizzlies,2015-04-12 02:00:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Memphis Grizzlies']","{'Los Angeles Clippers': 94, 'Memphis Grizzlies': 86}"
121,,Portland Trail Blazers - Utah Jazz,2015-04-12 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Utah Jazz']","{'Portland Trail Blazers': 105, 'Utah Jazz': 111}"
122,,Chicago Bulls - Philadelphia 76ers,2015-04-12 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Philadelphia 76ers']","{'Chicago Bulls': 114, 'Philadelphia 76ers': 107}"
123,,Miami Heat - Toronto Raptors,2015-04-11 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Toronto Raptors']","{'Miami Heat': 104, 'Toronto Raptors': 107}"
124,,Orlando Magic - New York Knicks,2015-04-11 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'New York Knicks']","{'Orlando Magic': 79, 'New York Knicks': 80}"
125,,Los Angeles Lakers - Minnesota Timberwolves,2015-04-11 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Minnesota Timberwolves']","{'Los Angeles Lakers': 106, 'Minnesota Timberwolves': 98}"
126,,Denver Nuggets - Dallas Mavericks,2015-04-11 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Dallas Mavericks']","{'Denver Nuggets': 143, 'Dallas Mavericks': 144}"
127,,Utah Jazz - Memphis Grizzlies,2015-04-11 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Memphis Grizzlies']","{'Utah Jazz': 88, 'Memphis Grizzlies': 89}"
128,,Houston Rockets - San Antonio Spurs,2015-04-11 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'San Antonio Spurs']","{'Houston Rockets': 103, 'San Antonio Spurs': 104}"
129,,New Orleans Pelicans - Phoenix Suns,2015-04-11 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Phoenix Suns']","{'New Orleans Pelicans': 90, 'Phoenix Suns': 75}"
130,,Oklahoma City Thunder - Sacramento Kings,2015-04-11 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Sacramento Kings']","{'Oklahoma City Thunder': 116, 'Sacramento Kings': 103}"
131,,Atlanta Hawks - Charlotte Hornets,2015-04-10 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Charlotte Hornets']","{'Atlanta Hawks': 104, 'Charlotte Hornets': 80}"
132,,Brooklyn Nets - Washington Wizards,2015-04-10 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Washington Wizards']","{'Brooklyn Nets': 117, 'Washington Wizards': 80}"
133,,Cleveland Cavaliers - Boston Celtics,2015-04-10 23:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Boston Celtics']","{'Cleveland Cavaliers': 90, 'Boston Celtics': 99}"
