,id,name,start_timestamp,sport,league,teams,scores
10,,Toronto Raptors - Milwaukee Bucks,2019-05-19 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Milwaukee Bucks']","{'Toronto Raptors': 118, 'Milwaukee Bucks': 112}"
11,,Portland Trail Blazers - Golden State Warriors,2019-05-19 01:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Golden State Warriors']","{'Portland Trail Blazers': 99, 'Golden State Warriors': 110}"
12,,Milwaukee Bucks - Toronto Raptors,2019-05-18 00:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Toronto Raptors']","{'Milwaukee Bucks': 125, 'Toronto Raptors': 103}"
13,,Golden State Warriors - Portland Trail Blazers,2019-05-17 01:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Portland Trail Blazers']","{'Golden State Warriors': 114, 'Portland Trail Blazers': 111}"
14,,Milwaukee Bucks - Toronto Raptors,2019-05-16 00:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Toronto Raptors']","{'Milwaukee Bucks': 108, 'Toronto Raptors': 100}"
15,,Golden State Warriors - Portland Trail Blazers,2019-05-15 01:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Portland Trail Blazers']","{'Golden State Warriors': 116, 'Portland Trail Blazers': 94}"
16,,Toronto Raptors - Philadelphia 76ers,2019-05-12 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 92, 'Philadelphia 76ers': 90}"
17,,Denver Nuggets - Portland Trail Blazers,2019-05-12 19:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Portland Trail Blazers']","{'Denver Nuggets': 96, 'Portland Trail Blazers': 100}"
18,,Houston Rockets - Golden State Warriors,2019-05-11 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Golden State Warriors']","{'Houston Rockets': 113, 'Golden State Warriors': 118}"
19,,Portland Trail Blazers - Denver Nuggets,2019-05-10 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Denver Nuggets']","{'Portland Trail Blazers': 119, 'Denver Nuggets': 108}"
20,,Philadelphia 76ers - Toronto Raptors,2019-05-10 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Toronto Raptors']","{'Philadelphia 76ers': 112, 'Toronto Raptors': 101}"
21,,Golden State Warriors - Houston Rockets,2019-05-09 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 104, 'Houston Rockets': 99}"
22,,Milwaukee Bucks - Boston Celtics,2019-05-09 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Boston Celtics']","{'Milwaukee Bucks': 116, 'Boston Celtics': 91}"
23,,Denver Nuggets - Portland Trail Blazers,2019-05-08 02:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Portland Trail Blazers']","{'Denver Nuggets': 124, 'Portland Trail Blazers': 98}"
24,,Toronto Raptors - Philadelphia 76ers,2019-05-08 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 125, 'Philadelphia 76ers': 89}"
25,,Houston Rockets - Golden State Warriors,2019-05-07 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Golden State Warriors']","{'Houston Rockets': 112, 'Golden State Warriors': 108}"
26,,Boston Celtics - Milwaukee Bucks,2019-05-06 23:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Milwaukee Bucks']","{'Boston Celtics': 101, 'Milwaukee Bucks': 113}"
27,,Portland Trail Blazers - Denver Nuggets,2019-05-05 23:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Denver Nuggets']","{'Portland Trail Blazers': 112, 'Denver Nuggets': 116}"
28,,Philadelphia 76ers - Toronto Raptors,2019-05-05 19:30:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Toronto Raptors']","{'Philadelphia 76ers': 96, 'Toronto Raptors': 101}"
29,,Houston Rockets - Golden State Warriors,2019-05-05 00:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Golden State Warriors']","{'Houston Rockets': 126, 'Golden State Warriors': 121}"
30,,Portland Trail Blazers - Denver Nuggets,2019-05-04 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Denver Nuggets']","{'Portland Trail Blazers': 140, 'Denver Nuggets': 137}"
31,,Boston Celtics - Milwaukee Bucks,2019-05-04 00:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Milwaukee Bucks']","{'Boston Celtics': 116, 'Milwaukee Bucks': 123}"
32,,Philadelphia 76ers - Toronto Raptors,2019-05-03 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Toronto Raptors']","{'Philadelphia 76ers': 116, 'Toronto Raptors': 95}"
33,,Denver Nuggets - Portland Trail Blazers,2019-05-02 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Portland Trail Blazers']","{'Denver Nuggets': 90, 'Portland Trail Blazers': 97}"
34,,Golden State Warriors - Houston Rockets,2019-05-01 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 115, 'Houston Rockets': 109}"
35,,Milwaukee Bucks - Boston Celtics,2019-05-01 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Boston Celtics']","{'Milwaukee Bucks': 123, 'Boston Celtics': 102}"
36,,Denver Nuggets - Portland Trail Blazers,2019-04-30 02:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Portland Trail Blazers']","{'Denver Nuggets': 121, 'Portland Trail Blazers': 113}"
37,,Toronto Raptors - Philadelphia 76ers,2019-04-30 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 89, 'Philadelphia 76ers': 94}"
38,,Golden State Warriors - Houston Rockets,2019-04-28 19:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 104, 'Houston Rockets': 100}"
39,,Milwaukee Bucks - Boston Celtics,2019-04-28 17:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Boston Celtics']","{'Milwaukee Bucks': 90, 'Boston Celtics': 112}"
40,,Denver Nuggets - San Antonio Spurs,2019-04-28 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'San Antonio Spurs']","{'Denver Nuggets': 90, 'San Antonio Spurs': 86}"
41,,Toronto Raptors - Philadelphia 76ers,2019-04-27 23:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 108, 'Philadelphia 76ers': 95}"
42,,Los Angeles Clippers - Golden State Warriors,2019-04-27 02:00:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Golden State Warriors']","{'Los Angeles Clippers': 110, 'Golden State Warriors': 129}"
43,,San Antonio Spurs - Denver Nuggets,2019-04-26 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Denver Nuggets']","{'San Antonio Spurs': 120, 'Denver Nuggets': 103}"
44,,Golden State Warriors - Los Angeles Clippers,2019-04-25 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Los Angeles Clippers']","{'Golden State Warriors': 121, 'Los Angeles Clippers': 129}"
45,,Houston Rockets - Utah Jazz,2019-04-25 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Utah Jazz']","{'Houston Rockets': 100, 'Utah Jazz': 93}"
46,,Portland Trail Blazers - Oklahoma City Thunder,2019-04-24 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Oklahoma City Thunder']","{'Portland Trail Blazers': 118, 'Oklahoma City Thunder': 115}"
47,,Denver Nuggets - San Antonio Spurs,2019-04-24 01:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'San Antonio Spurs']","{'Denver Nuggets': 108, 'San Antonio Spurs': 90}"
48,,Philadelphia 76ers - Brooklyn Nets,2019-04-24 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Brooklyn Nets']","{'Philadelphia 76ers': 122, 'Brooklyn Nets': 100}"
49,,Toronto Raptors - Orlando Magic,2019-04-23 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Orlando Magic']","{'Toronto Raptors': 115, 'Orlando Magic': 96}"
50,,Utah Jazz - Houston Rockets,2019-04-23 02:30:00+00:00,basketball,NBA,"['Utah Jazz', 'Houston Rockets']","{'Utah Jazz': 107, 'Houston Rockets': 91}"
51,,Detroit Pistons - Milwaukee Bucks,2019-04-23 00:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Milwaukee Bucks']","{'Detroit Pistons': 104, 'Milwaukee Bucks': 127}"
52,,Oklahoma City Thunder - Portland Trail Blazers,2019-04-22 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Portland Trail Blazers']","{'Oklahoma City Thunder': 98, 'Portland Trail Blazers': 111}"
53,,Orlando Magic - Toronto Raptors,2019-04-21 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Toronto Raptors']","{'Orlando Magic': 85, 'Toronto Raptors': 107}"
54,,Los Angeles Clippers - Golden State Warriors,2019-04-21 19:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Golden State Warriors']","{'Los Angeles Clippers': 105, 'Golden State Warriors': 113}"
55,,Indiana Pacers - Boston Celtics,2019-04-21 17:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Boston Celtics']","{'Indiana Pacers': 106, 'Boston Celtics': 110}"
56,,Utah Jazz - Houston Rockets,2019-04-21 02:30:00+00:00,basketball,NBA,"['Utah Jazz', 'Houston Rockets']","{'Utah Jazz': 101, 'Houston Rockets': 104}"
57,,Detroit Pistons - Milwaukee Bucks,2019-04-21 00:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Milwaukee Bucks']","{'Detroit Pistons': 103, 'Milwaukee Bucks': 119}"
58,,San Antonio Spurs - Denver Nuggets,2019-04-20 21:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Denver Nuggets']","{'San Antonio Spurs': 103, 'Denver Nuggets': 117}"
59,,Brooklyn Nets - Philadelphia 76ers,2019-04-20 19:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Philadelphia 76ers']","{'Brooklyn Nets': 108, 'Philadelphia 76ers': 112}"
60,,Oklahoma City Thunder - Portland Trail Blazers,2019-04-20 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Portland Trail Blazers']","{'Oklahoma City Thunder': 120, 'Portland Trail Blazers': 108}"
61,,Indiana Pacers - Boston Celtics,2019-04-20 00:30:00+00:00,basketball,NBA,"['Indiana Pacers', 'Boston Celtics']","{'Indiana Pacers': 96, 'Boston Celtics': 104}"
62,,Orlando Magic - Toronto Raptors,2019-04-19 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Toronto Raptors']","{'Orlando Magic': 93, 'Toronto Raptors': 98}"
63,,Los Angeles Clippers - Golden State Warriors,2019-04-19 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Golden State Warriors']","{'Los Angeles Clippers': 105, 'Golden State Warriors': 132}"
64,,San Antonio Spurs - Denver Nuggets,2019-04-19 01:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Denver Nuggets']","{'San Antonio Spurs': 118, 'Denver Nuggets': 108}"
65,,Brooklyn Nets - Philadelphia 76ers,2019-04-19 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Philadelphia 76ers']","{'Brooklyn Nets': 115, 'Philadelphia 76ers': 131}"
66,,Houston Rockets - Utah Jazz,2019-04-18 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Utah Jazz']","{'Houston Rockets': 118, 'Utah Jazz': 98}"
67,,Milwaukee Bucks - Detroit Pistons,2019-04-18 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Detroit Pistons']","{'Milwaukee Bucks': 120, 'Detroit Pistons': 99}"
68,,Boston Celtics - Indiana Pacers,2019-04-17 23:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Indiana Pacers']","{'Boston Celtics': 99, 'Indiana Pacers': 91}"
69,,Portland Trail Blazers - Oklahoma City Thunder,2019-04-17 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Oklahoma City Thunder']","{'Portland Trail Blazers': 114, 'Oklahoma City Thunder': 94}"
70,,Denver Nuggets - San Antonio Spurs,2019-04-17 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'San Antonio Spurs']","{'Denver Nuggets': 114, 'San Antonio Spurs': 105}"
71,,Toronto Raptors - Orlando Magic,2019-04-17 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Orlando Magic']","{'Toronto Raptors': 111, 'Orlando Magic': 82}"
72,,Golden State Warriors - Los Angeles Clippers,2019-04-16 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Los Angeles Clippers']","{'Golden State Warriors': 131, 'Los Angeles Clippers': 135}"
73,,Philadelphia 76ers - Brooklyn Nets,2019-04-16 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Brooklyn Nets']","{'Philadelphia 76ers': 145, 'Brooklyn Nets': 123}"
74,,Houston Rockets - Utah Jazz,2019-04-15 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Utah Jazz']","{'Houston Rockets': 122, 'Utah Jazz': 90}"
75,,Milwaukee Bucks - Detroit Pistons,2019-04-14 23:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Detroit Pistons']","{'Milwaukee Bucks': 121, 'Detroit Pistons': 86}"
76,,Portland Trail Blazers - Oklahoma City Thunder,2019-04-14 19:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Oklahoma City Thunder']","{'Portland Trail Blazers': 104, 'Oklahoma City Thunder': 99}"
77,,Boston Celtics - Indiana Pacers,2019-04-14 17:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Indiana Pacers']","{'Boston Celtics': 84, 'Indiana Pacers': 74}"
78,,Denver Nuggets - San Antonio Spurs,2019-04-14 02:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'San Antonio Spurs']","{'Denver Nuggets': 96, 'San Antonio Spurs': 101}"
79,,Golden State Warriors - Los Angeles Clippers,2019-04-14 00:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Los Angeles Clippers']","{'Golden State Warriors': 121, 'Los Angeles Clippers': 104}"
80,,Toronto Raptors - Orlando Magic,2019-04-13 21:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Orlando Magic']","{'Toronto Raptors': 101, 'Orlando Magic': 104}"
81,,Philadelphia 76ers - Brooklyn Nets,2019-04-13 18:30:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Brooklyn Nets']","{'Philadelphia 76ers': 102, 'Brooklyn Nets': 111}"
82,,Denver Nuggets - Minnesota Timberwolves,2019-04-11 02:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Minnesota Timberwolves']","{'Denver Nuggets': 99, 'Minnesota Timberwolves': 95}"
83,,Los Angeles Clippers - Utah Jazz,2019-04-11 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Utah Jazz']","{'Los Angeles Clippers': 143, 'Utah Jazz': 137}"
84,,Portland Trail Blazers - Sacramento Kings,2019-04-11 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Sacramento Kings']","{'Portland Trail Blazers': 136, 'Sacramento Kings': 131}"
85,,Atlanta Hawks - Indiana Pacers,2019-04-11 00:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Indiana Pacers']","{'Atlanta Hawks': 134, 'Indiana Pacers': 135}"
86,,Brooklyn Nets - Miami Heat,2019-04-11 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Miami Heat']","{'Brooklyn Nets': 113, 'Miami Heat': 94}"
87,,Charlotte Hornets - Orlando Magic,2019-04-11 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Orlando Magic']","{'Charlotte Hornets': 114, 'Orlando Magic': 122}"
88,,Memphis Grizzlies - Golden State Warriors,2019-04-11 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Golden State Warriors']","{'Memphis Grizzlies': 132, 'Golden State Warriors': 117}"
89,,Milwaukee Bucks - Oklahoma City Thunder,2019-04-11 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Oklahoma City Thunder']","{'Milwaukee Bucks': 116, 'Oklahoma City Thunder': 127}"
90,,New York Knicks - Detroit Pistons,2019-04-11 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Detroit Pistons']","{'New York Knicks': 89, 'Detroit Pistons': 115}"
91,,Philadelphia 76ers - Chicago Bulls,2019-04-11 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Chicago Bulls']","{'Philadelphia 76ers': 125, 'Chicago Bulls': 109}"
92,,San Antonio Spurs - Dallas Mavericks,2019-04-11 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Dallas Mavericks']","{'San Antonio Spurs': 105, 'Dallas Mavericks': 94}"
93,,Los Angeles Lakers - Portland Trail Blazers,2019-04-10 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Portland Trail Blazers']","{'Los Angeles Lakers': 101, 'Portland Trail Blazers': 104}"
94,,Oklahoma City Thunder - Houston Rockets,2019-04-10 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Houston Rockets']","{'Oklahoma City Thunder': 112, 'Houston Rockets': 111}"
95,,Utah Jazz - Denver Nuggets,2019-04-10 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Denver Nuggets']","{'Utah Jazz': 118, 'Denver Nuggets': 108}"
96,,Dallas Mavericks - Phoenix Suns,2019-04-10 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Phoenix Suns']","{'Dallas Mavericks': 120, 'Phoenix Suns': 109}"
97,,Chicago Bulls - New York Knicks,2019-04-10 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'New York Knicks']","{'Chicago Bulls': 86, 'New York Knicks': 96}"
98,,Minnesota Timberwolves - Toronto Raptors,2019-04-10 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Toronto Raptors']","{'Minnesota Timberwolves': 100, 'Toronto Raptors': 120}"
99,,New Orleans Pelicans - Golden State Warriors,2019-04-10 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Golden State Warriors']","{'New Orleans Pelicans': 103, 'Golden State Warriors': 112}"
100,,Miami Heat - Philadelphia 76ers,2019-04-09 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Philadelphia 76ers']","{'Miami Heat': 122, 'Philadelphia 76ers': 99}"
101,,Cleveland Cavaliers - Charlotte Hornets,2019-04-09 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Charlotte Hornets']","{'Cleveland Cavaliers': 97, 'Charlotte Hornets': 124}"
102,,Detroit Pistons - Memphis Grizzlies,2019-04-09 23:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Memphis Grizzlies']","{'Detroit Pistons': 100, 'Memphis Grizzlies': 93}"
103,,Washington Wizards - Boston Celtics,2019-04-09 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Boston Celtics']","{'Washington Wizards': 110, 'Boston Celtics': 116}"
104,,Los Angeles Lakers - Utah Jazz,2019-04-08 01:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Utah Jazz']","{'Los Angeles Lakers': 113, 'Utah Jazz': 109}"
105,,Portland Trail Blazers - Denver Nuggets,2019-04-08 01:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Denver Nuggets']","{'Portland Trail Blazers': 115, 'Denver Nuggets': 108}"
106,,Sacramento Kings - New Orleans Pelicans,2019-04-08 01:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'New Orleans Pelicans']","{'Sacramento Kings': 129, 'New Orleans Pelicans': 133}"
107,,Golden State Warriors - Los Angeles Clippers,2019-04-08 00:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Los Angeles Clippers']","{'Golden State Warriors': 131, 'Los Angeles Clippers': 104}"
108,,Boston Celtics - Orlando Magic,2019-04-07 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Orlando Magic']","{'Boston Celtics': 108, 'Orlando Magic': 116}"
109,,New York Knicks - Washington Wizards,2019-04-07 23:30:00+00:00,basketball,NBA,"['New York Knicks', 'Washington Wizards']","{'New York Knicks': 113, 'Washington Wizards': 110}"
110,,Houston Rockets - Phoenix Suns,2019-04-07 23:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Phoenix Suns']","{'Houston Rockets': 149, 'Phoenix Suns': 113}"
111,,Milwaukee Bucks - Atlanta Hawks,2019-04-07 23:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Atlanta Hawks']","{'Milwaukee Bucks': 115, 'Atlanta Hawks': 107}"
112,,Memphis Grizzlies - Dallas Mavericks,2019-04-07 22:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Dallas Mavericks']","{'Memphis Grizzlies': 127, 'Dallas Mavericks': 129}"
113,,Indiana Pacers - Brooklyn Nets,2019-04-07 21:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Brooklyn Nets']","{'Indiana Pacers': 96, 'Brooklyn Nets': 108}"
114,,Detroit Pistons - Charlotte Hornets,2019-04-07 20:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Charlotte Hornets']","{'Detroit Pistons': 91, 'Charlotte Hornets': 104}"
115,,Minnesota Timberwolves - Oklahoma City Thunder,2019-04-07 19:30:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Oklahoma City Thunder']","{'Minnesota Timberwolves': 126, 'Oklahoma City Thunder': 132}"
116,,Cleveland Cavaliers - San Antonio Spurs,2019-04-07 19:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'San Antonio Spurs']","{'Cleveland Cavaliers': 90, 'San Antonio Spurs': 112}"
117,,Toronto Raptors - Miami Heat,2019-04-07 16:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Miami Heat']","{'Toronto Raptors': 117, 'Miami Heat': 109}"
118,,Chicago Bulls - Philadelphia 76ers,2019-04-07 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Philadelphia 76ers']","{'Chicago Bulls': 96, 'Philadelphia 76ers': 116}"
119,,Milwaukee Bucks - Brooklyn Nets,2019-04-06 21:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Brooklyn Nets']","{'Milwaukee Bucks': 128, 'Brooklyn Nets': 133}"
120,,Denver Nuggets - Portland Trail Blazers,2019-04-06 02:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Portland Trail Blazers']","{'Denver Nuggets': 119, 'Portland Trail Blazers': 110}"
121,,Golden State Warriors - Cleveland Cavaliers,2019-04-06 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Cleveland Cavaliers']","{'Golden State Warriors': 120, 'Cleveland Cavaliers': 114}"
122,,Los Angeles Clippers - Los Angeles Lakers,2019-04-06 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Los Angeles Lakers']","{'Los Angeles Clippers': 117, 'Los Angeles Lakers': 122}"
123,,Phoenix Suns - New Orleans Pelicans,2019-04-06 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'New Orleans Pelicans']","{'Phoenix Suns': 133, 'New Orleans Pelicans': 126}"
124,,Utah Jazz - Sacramento Kings,2019-04-06 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Sacramento Kings']","{'Utah Jazz': 119, 'Sacramento Kings': 98}"
125,,Dallas Mavericks - Memphis Grizzlies,2019-04-06 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Memphis Grizzlies']","{'Dallas Mavericks': 112, 'Memphis Grizzlies': 122}"
126,,Houston Rockets - New York Knicks,2019-04-06 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'New York Knicks']","{'Houston Rockets': 120, 'New York Knicks': 96}"
127,,Indiana Pacers - Boston Celtics,2019-04-06 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Boston Celtics']","{'Indiana Pacers': 97, 'Boston Celtics': 117}"
128,,Minnesota Timberwolves - Miami Heat,2019-04-06 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Miami Heat']","{'Minnesota Timberwolves': 111, 'Miami Heat': 109}"
129,,Oklahoma City Thunder - Detroit Pistons,2019-04-06 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Detroit Pistons']","{'Oklahoma City Thunder': 123, 'Detroit Pistons': 110}"
130,,Charlotte Hornets - Toronto Raptors,2019-04-05 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Toronto Raptors']","{'Charlotte Hornets': 113, 'Toronto Raptors': 111}"
131,,Orlando Magic - Atlanta Hawks,2019-04-05 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Atlanta Hawks']","{'Orlando Magic': 149, 'Atlanta Hawks': 113}"
132,,Washington Wizards - San Antonio Spurs,2019-04-05 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'San Antonio Spurs']","{'Washington Wizards': 112, 'San Antonio Spurs': 129}"
133,,Los Angeles Lakers - Golden State Warriors,2019-04-05 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Golden State Warriors']","{'Los Angeles Lakers': 90, 'Golden State Warriors': 108}"
134,,Sacramento Kings - Cleveland Cavaliers,2019-04-05 02:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'Cleveland Cavaliers']","{'Sacramento Kings': 117, 'Cleveland Cavaliers': 104}"
