,id,name,start_timestamp,sport,league,teams,scores
31,,Chicago Bulls - Atlanta Hawks,2011-05-05 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Atlanta Hawks']","{'Chicago Bulls': 86, 'Atlanta Hawks': 73}"
32,,Oklahoma City Thunder - Memphis Grizzlies,2011-05-04 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Memphis Grizzlies']","{'Oklahoma City Thunder': 111, 'Memphis Grizzlies': 102}"
33,,Miami Heat - Boston Celtics,2011-05-03 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Boston Celtics']","{'Miami Heat': 102, 'Boston Celtics': 91}"
34,,Los Angeles Lakers - Dallas Mavericks,2011-05-03 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Dallas Mavericks']","{'Los Angeles Lakers': 94, 'Dallas Mavericks': 96}"
35,,Chicago Bulls - Atlanta Hawks,2011-05-03 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Atlanta Hawks']","{'Chicago Bulls': 95, 'Atlanta Hawks': 103}"
36,,Miami Heat - Boston Celtics,2011-05-01 19:30:00+00:00,basketball,NBA,"['Miami Heat', 'Boston Celtics']","{'Miami Heat': 99, 'Boston Celtics': 90}"
37,,Oklahoma City Thunder - Memphis Grizzlies,2011-05-01 17:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Memphis Grizzlies']","{'Oklahoma City Thunder': 101, 'Memphis Grizzlies': 114}"
38,,Memphis Grizzlies - San Antonio Spurs,2011-04-30 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'San Antonio Spurs']","{'Memphis Grizzlies': 99, 'San Antonio Spurs': 91}"
39,,Portland Trail Blazers - Dallas Mavericks,2011-04-29 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Dallas Mavericks']","{'Portland Trail Blazers': 96, 'Dallas Mavericks': 103}"
40,,New Orleans Pelicans - Los Angeles Lakers,2011-04-29 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Los Angeles Lakers']","{'New Orleans Pelicans': 80, 'Los Angeles Lakers': 98}"
41,,Atlanta Hawks - Orlando Magic,2011-04-28 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Orlando Magic']","{'Atlanta Hawks': 84, 'Orlando Magic': 81}"
42,,Oklahoma City Thunder - Denver Nuggets,2011-04-28 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Denver Nuggets']","{'Oklahoma City Thunder': 100, 'Denver Nuggets': 97}"
43,,San Antonio Spurs - Memphis Grizzlies,2011-04-28 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Memphis Grizzlies']","{'San Antonio Spurs': 110, 'Memphis Grizzlies': 103}"
44,,Miami Heat - Philadelphia 76ers,2011-04-27 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Philadelphia 76ers']","{'Miami Heat': 97, 'Philadelphia 76ers': 91}"
45,,Los Angeles Lakers - New Orleans Pelicans,2011-04-27 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'New Orleans Pelicans']","{'Los Angeles Lakers': 106, 'New Orleans Pelicans': 90}"
46,,Chicago Bulls - Indiana Pacers,2011-04-27 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Indiana Pacers']","{'Chicago Bulls': 116, 'Indiana Pacers': 89}"
47,,Orlando Magic - Atlanta Hawks,2011-04-26 23:30:00+00:00,basketball,NBA,"['Orlando Magic', 'Atlanta Hawks']","{'Orlando Magic': 101, 'Atlanta Hawks': 76}"
48,,Denver Nuggets - Oklahoma City Thunder,2011-04-26 02:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Oklahoma City Thunder']","{'Denver Nuggets': 104, 'Oklahoma City Thunder': 101}"
49,,Dallas Mavericks - Portland Trail Blazers,2011-04-26 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Portland Trail Blazers']","{'Dallas Mavericks': 93, 'Portland Trail Blazers': 82}"
50,,Memphis Grizzlies - San Antonio Spurs,2011-04-26 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'San Antonio Spurs']","{'Memphis Grizzlies': 104, 'San Antonio Spurs': 86}"
51,,New Orleans Pelicans - Los Angeles Lakers,2011-04-25 01:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Los Angeles Lakers']","{'New Orleans Pelicans': 93, 'Los Angeles Lakers': 88}"
52,,Atlanta Hawks - Orlando Magic,2011-04-24 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Orlando Magic']","{'Atlanta Hawks': 88, 'Orlando Magic': 85}"
53,,New York Knicks - Boston Celtics,2011-04-24 19:30:00+00:00,basketball,NBA,"['New York Knicks', 'Boston Celtics']","{'New York Knicks': 89, 'Boston Celtics': 101}"
54,,Philadelphia 76ers - Miami Heat,2011-04-24 17:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Miami Heat']","{'Philadelphia 76ers': 86, 'Miami Heat': 82}"
55,,Denver Nuggets - Oklahoma City Thunder,2011-04-24 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Oklahoma City Thunder']","{'Denver Nuggets': 94, 'Oklahoma City Thunder': 97}"
56,,Memphis Grizzlies - San Antonio Spurs,2011-04-23 23:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'San Antonio Spurs']","{'Memphis Grizzlies': 91, 'San Antonio Spurs': 88}"
57,,Portland Trail Blazers - Dallas Mavericks,2011-04-23 21:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Dallas Mavericks']","{'Portland Trail Blazers': 84, 'Dallas Mavericks': 82}"
58,,Indiana Pacers - Chicago Bulls,2011-04-23 18:30:00+00:00,basketball,NBA,"['Indiana Pacers', 'Chicago Bulls']","{'Indiana Pacers': 89, 'Chicago Bulls': 84}"
59,,New Orleans Pelicans - Los Angeles Lakers,2011-04-23 01:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Los Angeles Lakers']","{'New Orleans Pelicans': 86, 'Los Angeles Lakers': 100}"
60,,Atlanta Hawks - Orlando Magic,2011-04-23 00:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Orlando Magic']","{'Atlanta Hawks': 88, 'Orlando Magic': 84}"
61,,New York Knicks - Boston Celtics,2011-04-22 23:00:00+00:00,basketball,NBA,"['New York Knicks', 'Boston Celtics']","{'New York Knicks': 96, 'Boston Celtics': 113}"
62,,Portland Trail Blazers - Dallas Mavericks,2011-04-22 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Dallas Mavericks']","{'Portland Trail Blazers': 97, 'Dallas Mavericks': 92}"
63,,Philadelphia 76ers - Miami Heat,2011-04-22 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Miami Heat']","{'Philadelphia 76ers': 94, 'Miami Heat': 100}"
64,,Indiana Pacers - Chicago Bulls,2011-04-21 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Chicago Bulls']","{'Indiana Pacers': 84, 'Chicago Bulls': 88}"
65,,Los Angeles Lakers - New Orleans Pelicans,2011-04-21 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'New Orleans Pelicans']","{'Los Angeles Lakers': 87, 'New Orleans Pelicans': 78}"
66,,San Antonio Spurs - Memphis Grizzlies,2011-04-21 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Memphis Grizzlies']","{'San Antonio Spurs': 93, 'Memphis Grizzlies': 87}"
67,,Oklahoma City Thunder - Denver Nuggets,2011-04-21 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Denver Nuggets']","{'Oklahoma City Thunder': 106, 'Denver Nuggets': 89}"
68,,Dallas Mavericks - Portland Trail Blazers,2011-04-20 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Portland Trail Blazers']","{'Dallas Mavericks': 101, 'Portland Trail Blazers': 89}"
69,,Orlando Magic - Atlanta Hawks,2011-04-19 23:30:00+00:00,basketball,NBA,"['Orlando Magic', 'Atlanta Hawks']","{'Orlando Magic': 88, 'Atlanta Hawks': 82}"
70,,Boston Celtics - New York Knicks,2011-04-19 23:00:00+00:00,basketball,NBA,"['Boston Celtics', 'New York Knicks']","{'Boston Celtics': 96, 'New York Knicks': 93}"
71,,Chicago Bulls - Indiana Pacers,2011-04-19 01:30:00+00:00,basketball,NBA,"['Chicago Bulls', 'Indiana Pacers']","{'Chicago Bulls': 96, 'Indiana Pacers': 90}"
72,,Miami Heat - Philadelphia 76ers,2011-04-18 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Philadelphia 76ers']","{'Miami Heat': 94, 'Philadelphia 76ers': 73}"
73,,Oklahoma City Thunder - Denver Nuggets,2011-04-18 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Denver Nuggets']","{'Oklahoma City Thunder': 107, 'Denver Nuggets': 103}"
74,,Boston Celtics - New York Knicks,2011-04-17 23:00:00+00:00,basketball,NBA,"['Boston Celtics', 'New York Knicks']","{'Boston Celtics': 87, 'New York Knicks': 85}"
75,,Los Angeles Lakers - New Orleans Pelicans,2011-04-17 19:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'New Orleans Pelicans']","{'Los Angeles Lakers': 100, 'New Orleans Pelicans': 109}"
76,,San Antonio Spurs - Memphis Grizzlies,2011-04-17 17:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Memphis Grizzlies']","{'San Antonio Spurs': 98, 'Memphis Grizzlies': 101}"
77,,Dallas Mavericks - Portland Trail Blazers,2011-04-17 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Portland Trail Blazers']","{'Dallas Mavericks': 89, 'Portland Trail Blazers': 81}"
78,,Orlando Magic - Atlanta Hawks,2011-04-16 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Atlanta Hawks']","{'Orlando Magic': 93, 'Atlanta Hawks': 103}"
79,,Miami Heat - Philadelphia 76ers,2011-04-16 19:30:00+00:00,basketball,NBA,"['Miami Heat', 'Philadelphia 76ers']","{'Miami Heat': 97, 'Philadelphia 76ers': 89}"
80,,Chicago Bulls - Indiana Pacers,2011-04-16 17:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Indiana Pacers']","{'Chicago Bulls': 104, 'Indiana Pacers': 99}"
81,,Golden State Warriors - Portland Trail Blazers,2011-04-14 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Portland Trail Blazers']","{'Golden State Warriors': 110, 'Portland Trail Blazers': 86}"
82,,Los Angeles Clippers - Memphis Grizzlies,2011-04-14 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Memphis Grizzlies']","{'Los Angeles Clippers': 110, 'Memphis Grizzlies': 103}"
83,,Phoenix Suns - San Antonio Spurs,2011-04-14 02:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'San Antonio Spurs']","{'Phoenix Suns': 106, 'San Antonio Spurs': 103}"
84,,Sacramento Kings - Los Angeles Lakers,2011-04-14 02:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Los Angeles Lakers']","{'Sacramento Kings': 108, 'Los Angeles Lakers': 116}"
85,,Boston Celtics - New York Knicks,2011-04-14 00:00:00+00:00,basketball,NBA,"['Boston Celtics', 'New York Knicks']","{'Boston Celtics': 112, 'New York Knicks': 102}"
86,,Charlotte Hornets - Atlanta Hawks,2011-04-14 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Atlanta Hawks']","{'Charlotte Hornets': 96, 'Atlanta Hawks': 85}"
87,,Chicago Bulls - Brooklyn Nets,2011-04-14 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Brooklyn Nets']","{'Chicago Bulls': 97, 'Brooklyn Nets': 92}"
88,,Cleveland Cavaliers - Washington Wizards,2011-04-14 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Washington Wizards']","{'Cleveland Cavaliers': 100, 'Washington Wizards': 93}"
89,,Dallas Mavericks - New Orleans Pelicans,2011-04-14 00:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'New Orleans Pelicans']","{'Dallas Mavericks': 121, 'New Orleans Pelicans': 89}"
90,,Minnesota Timberwolves - Houston Rockets,2011-04-14 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Houston Rockets']","{'Minnesota Timberwolves': 102, 'Houston Rockets': 121}"
91,,Oklahoma City Thunder - Milwaukee Bucks,2011-04-14 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Milwaukee Bucks']","{'Oklahoma City Thunder': 106, 'Milwaukee Bucks': 110}"
92,,Orlando Magic - Indiana Pacers,2011-04-14 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Indiana Pacers']","{'Orlando Magic': 92, 'Indiana Pacers': 74}"
93,,Philadelphia 76ers - Detroit Pistons,2011-04-14 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Detroit Pistons']","{'Philadelphia 76ers': 100, 'Detroit Pistons': 104}"
94,,Toronto Raptors - Miami Heat,2011-04-14 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Miami Heat']","{'Toronto Raptors': 79, 'Miami Heat': 97}"
95,,Utah Jazz - Denver Nuggets,2011-04-14 00:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Denver Nuggets']","{'Utah Jazz': 107, 'Denver Nuggets': 103}"
96,,Los Angeles Lakers - San Antonio Spurs,2011-04-13 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'San Antonio Spurs']","{'Los Angeles Lakers': 102, 'San Antonio Spurs': 93}"
97,,Portland Trail Blazers - Memphis Grizzlies,2011-04-13 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Memphis Grizzlies']","{'Portland Trail Blazers': 102, 'Memphis Grizzlies': 89}"
98,,New York Knicks - Chicago Bulls,2011-04-13 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Chicago Bulls']","{'New York Knicks': 90, 'Chicago Bulls': 103}"
99,,Phoenix Suns - Minnesota Timberwolves,2011-04-12 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Minnesota Timberwolves']","{'Phoenix Suns': 135, 'Minnesota Timberwolves': 127}"
100,,Sacramento Kings - Oklahoma City Thunder,2011-04-12 02:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'Oklahoma City Thunder']","{'Sacramento Kings': 112, 'Oklahoma City Thunder': 120}"
101,,Denver Nuggets - Golden State Warriors,2011-04-12 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Golden State Warriors']","{'Denver Nuggets': 134, 'Golden State Warriors': 111}"
102,,Houston Rockets - Dallas Mavericks,2011-04-12 00:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Dallas Mavericks']","{'Houston Rockets': 91, 'Dallas Mavericks': 98}"
103,,Milwaukee Bucks - Toronto Raptors,2011-04-12 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Toronto Raptors']","{'Milwaukee Bucks': 93, 'Toronto Raptors': 86}"
104,,New Orleans Pelicans - Utah Jazz,2011-04-12 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Utah Jazz']","{'New Orleans Pelicans': 78, 'Utah Jazz': 90}"
105,,Detroit Pistons - Cleveland Cavaliers,2011-04-11 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Cleveland Cavaliers']","{'Detroit Pistons': 101, 'Cleveland Cavaliers': 110}"
106,,Atlanta Hawks - Miami Heat,2011-04-11 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Miami Heat']","{'Atlanta Hawks': 90, 'Miami Heat': 98}"
107,,Brooklyn Nets - Charlotte Hornets,2011-04-11 23:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Charlotte Hornets']","{'Brooklyn Nets': 103, 'Charlotte Hornets': 105}"
108,,Philadelphia 76ers - Orlando Magic,2011-04-11 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Orlando Magic']","{'Philadelphia 76ers': 85, 'Orlando Magic': 95}"
109,,Washington Wizards - Boston Celtics,2011-04-11 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Boston Celtics']","{'Washington Wizards': 95, 'Boston Celtics': 94}"
110,,Los Angeles Lakers - Oklahoma City Thunder,2011-04-11 01:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Oklahoma City Thunder']","{'Los Angeles Lakers': 106, 'Oklahoma City Thunder': 120}"
111,,Golden State Warriors - Sacramento Kings,2011-04-11 01:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Sacramento Kings']","{'Golden State Warriors': 103, 'Sacramento Kings': 104}"
112,,Dallas Mavericks - Phoenix Suns,2011-04-10 23:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Phoenix Suns']","{'Dallas Mavericks': 115, 'Phoenix Suns': 90}"
113,,Indiana Pacers - New York Knicks,2011-04-10 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'New York Knicks']","{'Indiana Pacers': 109, 'New York Knicks': 110}"
114,,Charlotte Hornets - Detroit Pistons,2011-04-10 22:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Detroit Pistons']","{'Charlotte Hornets': 101, 'Detroit Pistons': 112}"
115,,Memphis Grizzlies - New Orleans Pelicans,2011-04-10 22:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'New Orleans Pelicans']","{'Memphis Grizzlies': 111, 'New Orleans Pelicans': 89}"
116,,Toronto Raptors - Brooklyn Nets,2011-04-10 22:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Brooklyn Nets']","{'Toronto Raptors': 99, 'Brooklyn Nets': 92}"
117,,Miami Heat - Boston Celtics,2011-04-10 19:30:00+00:00,basketball,NBA,"['Miami Heat', 'Boston Celtics']","{'Miami Heat': 100, 'Boston Celtics': 77}"
118,,Orlando Magic - Chicago Bulls,2011-04-10 17:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Chicago Bulls']","{'Orlando Magic': 99, 'Chicago Bulls': 102}"
119,,Denver Nuggets - Minnesota Timberwolves,2011-04-10 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Minnesota Timberwolves']","{'Denver Nuggets': 130, 'Minnesota Timberwolves': 106}"
120,,Houston Rockets - Los Angeles Clippers,2011-04-10 00:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Los Angeles Clippers']","{'Houston Rockets': 99, 'Los Angeles Clippers': 78}"
121,,Milwaukee Bucks - Cleveland Cavaliers,2011-04-10 00:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Cleveland Cavaliers']","{'Milwaukee Bucks': 108, 'Cleveland Cavaliers': 101}"
122,,San Antonio Spurs - Utah Jazz,2011-04-10 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Utah Jazz']","{'San Antonio Spurs': 111, 'Utah Jazz': 102}"
123,,Washington Wizards - Atlanta Hawks,2011-04-09 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Atlanta Hawks']","{'Washington Wizards': 115, 'Atlanta Hawks': 83}"
124,,Portland Trail Blazers - Los Angeles Lakers,2011-04-09 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Los Angeles Lakers']","{'Portland Trail Blazers': 93, 'Los Angeles Lakers': 86}"
125,,Dallas Mavericks - Los Angeles Clippers,2011-04-09 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Los Angeles Clippers']","{'Dallas Mavericks': 107, 'Los Angeles Clippers': 96}"
126,,Memphis Grizzlies - Sacramento Kings,2011-04-09 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Sacramento Kings']","{'Memphis Grizzlies': 101, 'Sacramento Kings': 96}"
127,,New Orleans Pelicans - Phoenix Suns,2011-04-09 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Phoenix Suns']","{'New Orleans Pelicans': 109, 'Phoenix Suns': 97}"
128,,Oklahoma City Thunder - Denver Nuggets,2011-04-09 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Denver Nuggets']","{'Oklahoma City Thunder': 104, 'Denver Nuggets': 89}"
129,,Boston Celtics - Washington Wizards,2011-04-08 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Washington Wizards']","{'Boston Celtics': 104, 'Washington Wizards': 88}"
130,,Cleveland Cavaliers - Chicago Bulls,2011-04-08 23:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Chicago Bulls']","{'Cleveland Cavaliers': 82, 'Chicago Bulls': 93}"
131,,Detroit Pistons - Milwaukee Bucks,2011-04-08 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Milwaukee Bucks']","{'Detroit Pistons': 110, 'Milwaukee Bucks': 100}"
132,,Miami Heat - Charlotte Hornets,2011-04-08 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Charlotte Hornets']","{'Miami Heat': 112, 'Charlotte Hornets': 103}"
133,,Brooklyn Nets - New York Knicks,2011-04-08 23:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'New York Knicks']","{'Brooklyn Nets': 93, 'New York Knicks': 116}"
134,,Indiana Pacers - Atlanta Hawks,2011-04-08 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Atlanta Hawks']","{'Indiana Pacers': 114, 'Atlanta Hawks': 102}"
