,id,name,start_timestamp,sport,league,teams,scores
40,,Toronto Raptors - Indiana Pacers,2016-05-02 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Indiana Pacers']","{'Toronto Raptors': 89, 'Indiana Pacers': 84}"
41,,Golden State Warriors - Portland Trail Blazers,2016-05-01 19:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Portland Trail Blazers']","{'Golden State Warriors': 118, 'Portland Trail Blazers': 106}"
42,,Miami Heat - Charlotte Hornets,2016-05-01 17:00:00+00:00,basketball,NBA,"['Miami Heat', 'Charlotte Hornets']","{'Miami Heat': 106, 'Charlotte Hornets': 73}"
43,,San Antonio Spurs - Oklahoma City Thunder,2016-05-01 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Oklahoma City Thunder']","{'San Antonio Spurs': 124, 'Oklahoma City Thunder': 92}"
44,,Portland Trail Blazers - Los Angeles Clippers,2016-04-30 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Los Angeles Clippers']","{'Portland Trail Blazers': 106, 'Los Angeles Clippers': 103}"
45,,Charlotte Hornets - Miami Heat,2016-04-30 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Miami Heat']","{'Charlotte Hornets': 90, 'Miami Heat': 97}"
46,,Indiana Pacers - Toronto Raptors,2016-04-29 23:30:00+00:00,basketball,NBA,"['Indiana Pacers', 'Toronto Raptors']","{'Indiana Pacers': 101, 'Toronto Raptors': 83}"
47,,Boston Celtics - Atlanta Hawks,2016-04-29 00:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Atlanta Hawks']","{'Boston Celtics': 92, 'Atlanta Hawks': 104}"
48,,Golden State Warriors - Houston Rockets,2016-04-28 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 114, 'Houston Rockets': 81}"
49,,Los Angeles Clippers - Portland Trail Blazers,2016-04-28 02:00:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Portland Trail Blazers']","{'Los Angeles Clippers': 98, 'Portland Trail Blazers': 108}"
50,,Miami Heat - Charlotte Hornets,2016-04-28 00:00:00+00:00,basketball,NBA,"['Miami Heat', 'Charlotte Hornets']","{'Miami Heat': 88, 'Charlotte Hornets': 90}"
51,,Atlanta Hawks - Boston Celtics,2016-04-27 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Boston Celtics']","{'Atlanta Hawks': 110, 'Boston Celtics': 83}"
52,,Toronto Raptors - Indiana Pacers,2016-04-26 22:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Indiana Pacers']","{'Toronto Raptors': 102, 'Indiana Pacers': 99}"
53,,Portland Trail Blazers - Los Angeles Clippers,2016-04-26 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Los Angeles Clippers']","{'Portland Trail Blazers': 98, 'Los Angeles Clippers': 84}"
54,,Oklahoma City Thunder - Dallas Mavericks,2016-04-26 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Dallas Mavericks']","{'Oklahoma City Thunder': 118, 'Dallas Mavericks': 104}"
55,,Charlotte Hornets - Miami Heat,2016-04-25 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Miami Heat']","{'Charlotte Hornets': 89, 'Miami Heat': 85}"
56,,Detroit Pistons - Cleveland Cavaliers,2016-04-25 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Cleveland Cavaliers']","{'Detroit Pistons': 98, 'Cleveland Cavaliers': 100}"
57,,Boston Celtics - Atlanta Hawks,2016-04-24 22:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Atlanta Hawks']","{'Boston Celtics': 104, 'Atlanta Hawks': 95}"
58,,Houston Rockets - Golden State Warriors,2016-04-24 19:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Golden State Warriors']","{'Houston Rockets': 94, 'Golden State Warriors': 121}"
59,,Memphis Grizzlies - San Antonio Spurs,2016-04-24 17:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'San Antonio Spurs']","{'Memphis Grizzlies': 95, 'San Antonio Spurs': 116}"
60,,Portland Trail Blazers - Los Angeles Clippers,2016-04-24 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Los Angeles Clippers']","{'Portland Trail Blazers': 96, 'Los Angeles Clippers': 88}"
61,,Dallas Mavericks - Oklahoma City Thunder,2016-04-24 00:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Oklahoma City Thunder']","{'Dallas Mavericks': 108, 'Oklahoma City Thunder': 119}"
62,,Charlotte Hornets - Miami Heat,2016-04-23 21:30:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Miami Heat']","{'Charlotte Hornets': 96, 'Miami Heat': 80}"
63,,Indiana Pacers - Toronto Raptors,2016-04-23 19:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Toronto Raptors']","{'Indiana Pacers': 100, 'Toronto Raptors': 83}"
64,,Memphis Grizzlies - San Antonio Spurs,2016-04-23 01:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'San Antonio Spurs']","{'Memphis Grizzlies': 87, 'San Antonio Spurs': 96}"
65,,Boston Celtics - Atlanta Hawks,2016-04-23 00:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Atlanta Hawks']","{'Boston Celtics': 111, 'Atlanta Hawks': 103}"
66,,Detroit Pistons - Cleveland Cavaliers,2016-04-22 23:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Cleveland Cavaliers']","{'Detroit Pistons': 91, 'Cleveland Cavaliers': 101}"
67,,Houston Rockets - Golden State Warriors,2016-04-22 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Golden State Warriors']","{'Houston Rockets': 97, 'Golden State Warriors': 96}"
68,,Indiana Pacers - Toronto Raptors,2016-04-21 23:30:00+00:00,basketball,NBA,"['Indiana Pacers', 'Toronto Raptors']","{'Indiana Pacers': 85, 'Toronto Raptors': 101}"
69,,Dallas Mavericks - Oklahoma City Thunder,2016-04-21 23:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Oklahoma City Thunder']","{'Dallas Mavericks': 102, 'Oklahoma City Thunder': 131}"
70,,Los Angeles Clippers - Portland Trail Blazers,2016-04-21 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Portland Trail Blazers']","{'Los Angeles Clippers': 102, 'Portland Trail Blazers': 81}"
71,,Cleveland Cavaliers - Detroit Pistons,2016-04-21 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Detroit Pistons']","{'Cleveland Cavaliers': 107, 'Detroit Pistons': 90}"
72,,Miami Heat - Charlotte Hornets,2016-04-20 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Charlotte Hornets']","{'Miami Heat': 115, 'Charlotte Hornets': 103}"
73,,San Antonio Spurs - Memphis Grizzlies,2016-04-20 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Memphis Grizzlies']","{'San Antonio Spurs': 94, 'Memphis Grizzlies': 68}"
74,,Atlanta Hawks - Boston Celtics,2016-04-19 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Boston Celtics']","{'Atlanta Hawks': 89, 'Boston Celtics': 72}"
75,,Golden State Warriors - Houston Rockets,2016-04-19 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 115, 'Houston Rockets': 106}"
76,,Oklahoma City Thunder - Dallas Mavericks,2016-04-19 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Dallas Mavericks']","{'Oklahoma City Thunder': 84, 'Dallas Mavericks': 85}"
77,,Toronto Raptors - Indiana Pacers,2016-04-18 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Indiana Pacers']","{'Toronto Raptors': 98, 'Indiana Pacers': 87}"
78,,Los Angeles Clippers - Portland Trail Blazers,2016-04-18 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Portland Trail Blazers']","{'Los Angeles Clippers': 115, 'Portland Trail Blazers': 95}"
79,,San Antonio Spurs - Memphis Grizzlies,2016-04-18 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Memphis Grizzlies']","{'San Antonio Spurs': 106, 'Memphis Grizzlies': 74}"
80,,Miami Heat - Charlotte Hornets,2016-04-17 21:30:00+00:00,basketball,NBA,"['Miami Heat', 'Charlotte Hornets']","{'Miami Heat': 123, 'Charlotte Hornets': 91}"
81,,Cleveland Cavaliers - Detroit Pistons,2016-04-17 19:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Detroit Pistons']","{'Cleveland Cavaliers': 106, 'Detroit Pistons': 101}"
82,,Oklahoma City Thunder - Dallas Mavericks,2016-04-17 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Dallas Mavericks']","{'Oklahoma City Thunder': 108, 'Dallas Mavericks': 70}"
83,,Atlanta Hawks - Boston Celtics,2016-04-16 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Boston Celtics']","{'Atlanta Hawks': 102, 'Boston Celtics': 101}"
84,,Golden State Warriors - Houston Rockets,2016-04-16 19:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 104, 'Houston Rockets': 78}"
85,,Toronto Raptors - Indiana Pacers,2016-04-16 16:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Indiana Pacers']","{'Toronto Raptors': 90, 'Indiana Pacers': 100}"
86,,Golden State Warriors - Memphis Grizzlies,2016-04-14 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Memphis Grizzlies']","{'Golden State Warriors': 125, 'Memphis Grizzlies': 104}"
87,,Los Angeles Lakers - Utah Jazz,2016-04-14 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Utah Jazz']","{'Los Angeles Lakers': 101, 'Utah Jazz': 96}"
88,,Phoenix Suns - Los Angeles Clippers,2016-04-14 02:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'Los Angeles Clippers']","{'Phoenix Suns': 114, 'Los Angeles Clippers': 105}"
89,,Portland Trail Blazers - Denver Nuggets,2016-04-14 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Denver Nuggets']","{'Portland Trail Blazers': 107, 'Denver Nuggets': 99}"
90,,Boston Celtics - Miami Heat,2016-04-14 00:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Miami Heat']","{'Boston Celtics': 98, 'Miami Heat': 88}"
91,,Brooklyn Nets - Toronto Raptors,2016-04-14 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Toronto Raptors']","{'Brooklyn Nets': 96, 'Toronto Raptors': 103}"
92,,Charlotte Hornets - Orlando Magic,2016-04-14 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Orlando Magic']","{'Charlotte Hornets': 117, 'Orlando Magic': 103}"
93,,Chicago Bulls - Philadelphia 76ers,2016-04-14 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Philadelphia 76ers']","{'Chicago Bulls': 115, 'Philadelphia 76ers': 105}"
94,,Cleveland Cavaliers - Detroit Pistons,2016-04-14 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Detroit Pistons']","{'Cleveland Cavaliers': 110, 'Detroit Pistons': 112}"
95,,Dallas Mavericks - San Antonio Spurs,2016-04-14 00:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'San Antonio Spurs']","{'Dallas Mavericks': 91, 'San Antonio Spurs': 96}"
96,,Houston Rockets - Sacramento Kings,2016-04-14 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Sacramento Kings']","{'Houston Rockets': 116, 'Sacramento Kings': 81}"
97,,Milwaukee Bucks - Indiana Pacers,2016-04-14 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Indiana Pacers']","{'Milwaukee Bucks': 92, 'Indiana Pacers': 97}"
98,,Minnesota Timberwolves - New Orleans Pelicans,2016-04-14 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'New Orleans Pelicans']","{'Minnesota Timberwolves': 144, 'New Orleans Pelicans': 109}"
99,,Washington Wizards - Atlanta Hawks,2016-04-14 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Atlanta Hawks']","{'Washington Wizards': 109, 'Atlanta Hawks': 98}"
100,,Los Angeles Clippers - Memphis Grizzlies,2016-04-13 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Memphis Grizzlies']","{'Los Angeles Clippers': 110, 'Memphis Grizzlies': 84}"
101,,San Antonio Spurs - Oklahoma City Thunder,2016-04-13 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Oklahoma City Thunder']","{'San Antonio Spurs': 102, 'Oklahoma City Thunder': 98}"
102,,Detroit Pistons - Miami Heat,2016-04-12 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Miami Heat']","{'Detroit Pistons': 93, 'Miami Heat': 99}"
103,,Toronto Raptors - Philadelphia 76ers,2016-04-12 23:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 122, 'Philadelphia 76ers': 98}"
104,,Indiana Pacers - New York Knicks,2016-04-12 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'New York Knicks']","{'Indiana Pacers': 102, 'New York Knicks': 90}"
105,,Phoenix Suns - Sacramento Kings,2016-04-12 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Sacramento Kings']","{'Phoenix Suns': 101, 'Sacramento Kings': 105}"
106,,Utah Jazz - Dallas Mavericks,2016-04-12 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Dallas Mavericks']","{'Utah Jazz': 92, 'Dallas Mavericks': 101}"
107,,Minnesota Timberwolves - Houston Rockets,2016-04-12 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Houston Rockets']","{'Minnesota Timberwolves': 105, 'Houston Rockets': 129}"
108,,New Orleans Pelicans - Chicago Bulls,2016-04-12 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Chicago Bulls']","{'New Orleans Pelicans': 116, 'Chicago Bulls': 121}"
109,,Oklahoma City Thunder - Los Angeles Lakers,2016-04-12 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Los Angeles Lakers']","{'Oklahoma City Thunder': 112, 'Los Angeles Lakers': 79}"
110,,Boston Celtics - Charlotte Hornets,2016-04-11 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Charlotte Hornets']","{'Boston Celtics': 100, 'Charlotte Hornets': 114}"
111,,Brooklyn Nets - Washington Wizards,2016-04-11 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Washington Wizards']","{'Brooklyn Nets': 111, 'Washington Wizards': 120}"
112,,Cleveland Cavaliers - Atlanta Hawks,2016-04-11 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Atlanta Hawks']","{'Cleveland Cavaliers': 109, 'Atlanta Hawks': 94}"
113,,Orlando Magic - Milwaukee Bucks,2016-04-11 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Milwaukee Bucks']","{'Orlando Magic': 107, 'Milwaukee Bucks': 98}"
114,,New York Knicks - Toronto Raptors,2016-04-10 23:30:00+00:00,basketball,NBA,"['New York Knicks', 'Toronto Raptors']","{'New York Knicks': 89, 'Toronto Raptors': 93}"
115,,San Antonio Spurs - Golden State Warriors,2016-04-10 23:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Golden State Warriors']","{'San Antonio Spurs': 86, 'Golden State Warriors': 92}"
116,,Indiana Pacers - Brooklyn Nets,2016-04-10 22:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Brooklyn Nets']","{'Indiana Pacers': 129, 'Brooklyn Nets': 105}"
117,,Miami Heat - Orlando Magic,2016-04-10 22:00:00+00:00,basketball,NBA,"['Miami Heat', 'Orlando Magic']","{'Miami Heat': 118, 'Orlando Magic': 96}"
118,,Denver Nuggets - Utah Jazz,2016-04-10 21:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Utah Jazz']","{'Denver Nuggets': 84, 'Utah Jazz': 100}"
119,,Philadelphia 76ers - Milwaukee Bucks,2016-04-10 21:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Milwaukee Bucks']","{'Philadelphia 76ers': 108, 'Milwaukee Bucks': 109}"
120,,Houston Rockets - Los Angeles Lakers,2016-04-10 19:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Los Angeles Lakers']","{'Houston Rockets': 130, 'Los Angeles Lakers': 110}"
121,,Los Angeles Clippers - Dallas Mavericks,2016-04-10 19:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Dallas Mavericks']","{'Los Angeles Clippers': 98, 'Dallas Mavericks': 91}"
122,,Washington Wizards - Charlotte Hornets,2016-04-10 16:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Charlotte Hornets']","{'Washington Wizards': 113, 'Charlotte Hornets': 98}"
123,,Portland Trail Blazers - Minnesota Timberwolves,2016-04-10 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Minnesota Timberwolves']","{'Portland Trail Blazers': 105, 'Minnesota Timberwolves': 106}"
124,,Sacramento Kings - Oklahoma City Thunder,2016-04-10 02:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Oklahoma City Thunder']","{'Sacramento Kings': 114, 'Oklahoma City Thunder': 112}"
125,,Chicago Bulls - Cleveland Cavaliers,2016-04-10 00:30:00+00:00,basketball,NBA,"['Chicago Bulls', 'Cleveland Cavaliers']","{'Chicago Bulls': 105, 'Cleveland Cavaliers': 102}"
126,,Memphis Grizzlies - Golden State Warriors,2016-04-10 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Golden State Warriors']","{'Memphis Grizzlies': 99, 'Golden State Warriors': 100}"
127,,Atlanta Hawks - Boston Celtics,2016-04-09 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Boston Celtics']","{'Atlanta Hawks': 118, 'Boston Celtics': 107}"
128,,New Orleans Pelicans - Phoenix Suns,2016-04-09 23:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Phoenix Suns']","{'New Orleans Pelicans': 100, 'Phoenix Suns': 121}"
129,,Denver Nuggets - San Antonio Spurs,2016-04-09 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'San Antonio Spurs']","{'Denver Nuggets': 102, 'San Antonio Spurs': 98}"
130,,Utah Jazz - Los Angeles Clippers,2016-04-09 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Los Angeles Clippers']","{'Utah Jazz': 99, 'Los Angeles Clippers': 102}"
131,,Dallas Mavericks - Memphis Grizzlies,2016-04-09 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Memphis Grizzlies']","{'Dallas Mavericks': 103, 'Memphis Grizzlies': 93}"
132,,New Orleans Pelicans - Los Angeles Lakers,2016-04-09 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Los Angeles Lakers']","{'New Orleans Pelicans': 110, 'Los Angeles Lakers': 102}"
133,,Boston Celtics - Milwaukee Bucks,2016-04-08 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Milwaukee Bucks']","{'Boston Celtics': 124, 'Milwaukee Bucks': 109}"
