,id,name,start_timestamp,sport,league,teams,scores
15,,Miami Heat - Indiana Pacers,2013-05-23 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Indiana Pacers']","{'Miami Heat': 103, 'Indiana Pacers': 102}"
16,,San Antonio Spurs - Memphis Grizzlies,2013-05-22 01:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Memphis Grizzlies']","{'San Antonio Spurs': 93, 'Memphis Grizzlies': 89}"
17,,San Antonio Spurs - Memphis Grizzlies,2013-05-19 19:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Memphis Grizzlies']","{'San Antonio Spurs': 105, 'Memphis Grizzlies': 83}"
18,,Indiana Pacers - New York Knicks,2013-05-19 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'New York Knicks']","{'Indiana Pacers': 106, 'New York Knicks': 99}"
19,,Golden State Warriors - San Antonio Spurs,2013-05-17 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'San Antonio Spurs']","{'Golden State Warriors': 82, 'San Antonio Spurs': 94}"
20,,New York Knicks - Indiana Pacers,2013-05-17 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Indiana Pacers']","{'New York Knicks': 85, 'Indiana Pacers': 75}"
21,,Oklahoma City Thunder - Memphis Grizzlies,2013-05-16 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Memphis Grizzlies']","{'Oklahoma City Thunder': 84, 'Memphis Grizzlies': 88}"
22,,Miami Heat - Chicago Bulls,2013-05-15 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Chicago Bulls']","{'Miami Heat': 94, 'Chicago Bulls': 91}"
23,,San Antonio Spurs - Golden State Warriors,2013-05-15 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Golden State Warriors']","{'San Antonio Spurs': 109, 'Golden State Warriors': 91}"
24,,Indiana Pacers - New York Knicks,2013-05-14 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'New York Knicks']","{'Indiana Pacers': 93, 'New York Knicks': 82}"
25,,Memphis Grizzlies - Oklahoma City Thunder,2013-05-14 01:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Oklahoma City Thunder']","{'Memphis Grizzlies': 103, 'Oklahoma City Thunder': 97}"
26,,Chicago Bulls - Miami Heat,2013-05-13 23:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Miami Heat']","{'Chicago Bulls': 65, 'Miami Heat': 88}"
27,,Golden State Warriors - San Antonio Spurs,2013-05-12 19:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'San Antonio Spurs']","{'Golden State Warriors': 97, 'San Antonio Spurs': 87}"
28,,Indiana Pacers - New York Knicks,2013-05-12 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'New York Knicks']","{'Indiana Pacers': 82, 'New York Knicks': 71}"
29,,Memphis Grizzlies - Oklahoma City Thunder,2013-05-11 21:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Oklahoma City Thunder']","{'Memphis Grizzlies': 87, 'Oklahoma City Thunder': 81}"
30,,Golden State Warriors - San Antonio Spurs,2013-05-11 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'San Antonio Spurs']","{'Golden State Warriors': 92, 'San Antonio Spurs': 102}"
31,,Chicago Bulls - Miami Heat,2013-05-11 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Miami Heat']","{'Chicago Bulls': 94, 'Miami Heat': 104}"
32,,San Antonio Spurs - Golden State Warriors,2013-05-09 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Golden State Warriors']","{'San Antonio Spurs': 91, 'Golden State Warriors': 100}"
33,,Miami Heat - Chicago Bulls,2013-05-08 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Chicago Bulls']","{'Miami Heat': 115, 'Chicago Bulls': 78}"
34,,Oklahoma City Thunder - Memphis Grizzlies,2013-05-08 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Memphis Grizzlies']","{'Oklahoma City Thunder': 93, 'Memphis Grizzlies': 99}"
35,,New York Knicks - Indiana Pacers,2013-05-07 23:00:00+00:00,basketball,NBA,"['New York Knicks', 'Indiana Pacers']","{'New York Knicks': 105, 'Indiana Pacers': 79}"
36,,San Antonio Spurs - Golden State Warriors,2013-05-07 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Golden State Warriors']","{'San Antonio Spurs': 129, 'Golden State Warriors': 127}"
37,,Miami Heat - Chicago Bulls,2013-05-06 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Chicago Bulls']","{'Miami Heat': 86, 'Chicago Bulls': 93}"
38,,New York Knicks - Indiana Pacers,2013-05-05 19:30:00+00:00,basketball,NBA,"['New York Knicks', 'Indiana Pacers']","{'New York Knicks': 95, 'Indiana Pacers': 102}"
39,,Oklahoma City Thunder - Memphis Grizzlies,2013-05-05 17:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Memphis Grizzlies']","{'Oklahoma City Thunder': 93, 'Memphis Grizzlies': 91}"
40,,Brooklyn Nets - Chicago Bulls,2013-05-05 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Chicago Bulls']","{'Brooklyn Nets': 93, 'Chicago Bulls': 99}"
41,,Houston Rockets - Oklahoma City Thunder,2013-05-04 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Oklahoma City Thunder']","{'Houston Rockets': 94, 'Oklahoma City Thunder': 103}"
42,,Memphis Grizzlies - Los Angeles Clippers,2013-05-04 01:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Los Angeles Clippers']","{'Memphis Grizzlies': 118, 'Los Angeles Clippers': 105}"
43,,Atlanta Hawks - Indiana Pacers,2013-05-03 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Indiana Pacers']","{'Atlanta Hawks': 73, 'Indiana Pacers': 81}"
44,,Boston Celtics - New York Knicks,2013-05-03 23:00:00+00:00,basketball,NBA,"['Boston Celtics', 'New York Knicks']","{'Boston Celtics': 80, 'New York Knicks': 88}"
45,,Golden State Warriors - Denver Nuggets,2013-05-03 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Denver Nuggets']","{'Golden State Warriors': 92, 'Denver Nuggets': 88}"
46,,Chicago Bulls - Brooklyn Nets,2013-05-03 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Brooklyn Nets']","{'Chicago Bulls': 92, 'Brooklyn Nets': 95}"
47,,Oklahoma City Thunder - Houston Rockets,2013-05-02 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Houston Rockets']","{'Oklahoma City Thunder': 100, 'Houston Rockets': 107}"
48,,Indiana Pacers - Atlanta Hawks,2013-05-02 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Atlanta Hawks']","{'Indiana Pacers': 106, 'Atlanta Hawks': 83}"
49,,New York Knicks - Boston Celtics,2013-05-01 23:00:00+00:00,basketball,NBA,"['New York Knicks', 'Boston Celtics']","{'New York Knicks': 86, 'Boston Celtics': 92}"
50,,Los Angeles Clippers - Memphis Grizzlies,2013-05-01 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Memphis Grizzlies']","{'Los Angeles Clippers': 93, 'Memphis Grizzlies': 103}"
51,,Denver Nuggets - Golden State Warriors,2013-05-01 00:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Golden State Warriors']","{'Denver Nuggets': 107, 'Golden State Warriors': 100}"
52,,Houston Rockets - Oklahoma City Thunder,2013-04-30 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Oklahoma City Thunder']","{'Houston Rockets': 105, 'Oklahoma City Thunder': 103}"
53,,Atlanta Hawks - Indiana Pacers,2013-04-29 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Indiana Pacers']","{'Atlanta Hawks': 102, 'Indiana Pacers': 91}"
54,,Brooklyn Nets - Chicago Bulls,2013-04-29 23:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Chicago Bulls']","{'Brooklyn Nets': 110, 'Chicago Bulls': 91}"
55,,Golden State Warriors - Denver Nuggets,2013-04-29 01:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Denver Nuggets']","{'Golden State Warriors': 115, 'Denver Nuggets': 101}"
56,,Los Angeles Lakers - San Antonio Spurs,2013-04-28 23:00:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'San Antonio Spurs']","{'Los Angeles Lakers': 82, 'San Antonio Spurs': 103}"
57,,Milwaukee Bucks - Miami Heat,2013-04-28 19:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Miami Heat']","{'Milwaukee Bucks': 77, 'Miami Heat': 88}"
58,,Boston Celtics - New York Knicks,2013-04-28 17:00:00+00:00,basketball,NBA,"['Boston Celtics', 'New York Knicks']","{'Boston Celtics': 97, 'New York Knicks': 90}"
59,,Houston Rockets - Oklahoma City Thunder,2013-04-28 01:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Oklahoma City Thunder']","{'Houston Rockets': 101, 'Oklahoma City Thunder': 104}"
60,,Atlanta Hawks - Indiana Pacers,2013-04-27 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Indiana Pacers']","{'Atlanta Hawks': 90, 'Indiana Pacers': 69}"
61,,Memphis Grizzlies - Los Angeles Clippers,2013-04-27 20:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Los Angeles Clippers']","{'Memphis Grizzlies': 104, 'Los Angeles Clippers': 83}"
62,,Chicago Bulls - Brooklyn Nets,2013-04-27 18:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Brooklyn Nets']","{'Chicago Bulls': 142, 'Brooklyn Nets': 134}"
63,,Golden State Warriors - Denver Nuggets,2013-04-27 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Denver Nuggets']","{'Golden State Warriors': 110, 'Denver Nuggets': 108}"
64,,Los Angeles Lakers - San Antonio Spurs,2013-04-27 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'San Antonio Spurs']","{'Los Angeles Lakers': 89, 'San Antonio Spurs': 120}"
65,,Boston Celtics - New York Knicks,2013-04-27 00:00:00+00:00,basketball,NBA,"['Boston Celtics', 'New York Knicks']","{'Boston Celtics': 76, 'New York Knicks': 90}"
66,,Memphis Grizzlies - Los Angeles Clippers,2013-04-26 01:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Los Angeles Clippers']","{'Memphis Grizzlies': 94, 'Los Angeles Clippers': 82}"
67,,Chicago Bulls - Brooklyn Nets,2013-04-26 00:30:00+00:00,basketball,NBA,"['Chicago Bulls', 'Brooklyn Nets']","{'Chicago Bulls': 79, 'Brooklyn Nets': 76}"
68,,Milwaukee Bucks - Miami Heat,2013-04-25 23:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Miami Heat']","{'Milwaukee Bucks': 91, 'Miami Heat': 104}"
69,,San Antonio Spurs - Los Angeles Lakers,2013-04-25 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Los Angeles Lakers']","{'San Antonio Spurs': 102, 'Los Angeles Lakers': 91}"
70,,Indiana Pacers - Atlanta Hawks,2013-04-24 23:30:00+00:00,basketball,NBA,"['Indiana Pacers', 'Atlanta Hawks']","{'Indiana Pacers': 113, 'Atlanta Hawks': 98}"
71,,Oklahoma City Thunder - Houston Rockets,2013-04-24 23:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Houston Rockets']","{'Oklahoma City Thunder': 105, 'Houston Rockets': 102}"
72,,Denver Nuggets - Golden State Warriors,2013-04-24 02:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Golden State Warriors']","{'Denver Nuggets': 117, 'Golden State Warriors': 131}"
73,,New York Knicks - Boston Celtics,2013-04-24 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Boston Celtics']","{'New York Knicks': 87, 'Boston Celtics': 71}"
74,,Miami Heat - Milwaukee Bucks,2013-04-23 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Milwaukee Bucks']","{'Miami Heat': 98, 'Milwaukee Bucks': 86}"
75,,Los Angeles Clippers - Memphis Grizzlies,2013-04-23 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Memphis Grizzlies']","{'Los Angeles Clippers': 93, 'Memphis Grizzlies': 91}"
76,,Brooklyn Nets - Chicago Bulls,2013-04-23 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Chicago Bulls']","{'Brooklyn Nets': 82, 'Chicago Bulls': 90}"
77,,Oklahoma City Thunder - Houston Rockets,2013-04-22 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Houston Rockets']","{'Oklahoma City Thunder': 120, 'Houston Rockets': 91}"
78,,Miami Heat - Milwaukee Bucks,2013-04-21 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Milwaukee Bucks']","{'Miami Heat': 110, 'Milwaukee Bucks': 87}"
79,,San Antonio Spurs - Los Angeles Lakers,2013-04-21 19:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Los Angeles Lakers']","{'San Antonio Spurs': 91, 'Los Angeles Lakers': 79}"
80,,Indiana Pacers - Atlanta Hawks,2013-04-21 17:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Atlanta Hawks']","{'Indiana Pacers': 107, 'Atlanta Hawks': 90}"
81,,Los Angeles Clippers - Memphis Grizzlies,2013-04-21 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Memphis Grizzlies']","{'Los Angeles Clippers': 112, 'Memphis Grizzlies': 91}"
82,,Brooklyn Nets - Chicago Bulls,2013-04-21 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Chicago Bulls']","{'Brooklyn Nets': 106, 'Chicago Bulls': 89}"
83,,Denver Nuggets - Golden State Warriors,2013-04-20 21:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Golden State Warriors']","{'Denver Nuggets': 97, 'Golden State Warriors': 95}"
84,,New York Knicks - Boston Celtics,2013-04-20 19:00:00+00:00,basketball,NBA,"['New York Knicks', 'Boston Celtics']","{'New York Knicks': 85, 'Boston Celtics': 78}"
85,,Los Angeles Lakers - Houston Rockets,2013-04-18 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Houston Rockets']","{'Los Angeles Lakers': 99, 'Houston Rockets': 95}"
86,,Portland Trail Blazers - Golden State Warriors,2013-04-18 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Golden State Warriors']","{'Portland Trail Blazers': 88, 'Golden State Warriors': 99}"
87,,Sacramento Kings - Los Angeles Clippers,2013-04-18 02:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Los Angeles Clippers']","{'Sacramento Kings': 108, 'Los Angeles Clippers': 112}"
88,,Brooklyn Nets - Detroit Pistons,2013-04-18 00:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Detroit Pistons']","{'Brooklyn Nets': 103, 'Detroit Pistons': 99}"
89,,Charlotte Hornets - Cleveland Cavaliers,2013-04-18 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Cleveland Cavaliers']","{'Charlotte Hornets': 105, 'Cleveland Cavaliers': 98}"
90,,Chicago Bulls - Washington Wizards,2013-04-18 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Washington Wizards']","{'Chicago Bulls': 95, 'Washington Wizards': 92}"
91,,Dallas Mavericks - New Orleans Pelicans,2013-04-18 00:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'New Orleans Pelicans']","{'Dallas Mavericks': 99, 'New Orleans Pelicans': 87}"
92,,Denver Nuggets - Phoenix Suns,2013-04-18 00:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Phoenix Suns']","{'Denver Nuggets': 118, 'Phoenix Suns': 98}"
93,,Indiana Pacers - Philadelphia 76ers,2013-04-18 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Philadelphia 76ers']","{'Indiana Pacers': 95, 'Philadelphia 76ers': 105}"
94,,Memphis Grizzlies - Utah Jazz,2013-04-18 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Utah Jazz']","{'Memphis Grizzlies': 86, 'Utah Jazz': 70}"
95,,Miami Heat - Orlando Magic,2013-04-18 00:00:00+00:00,basketball,NBA,"['Miami Heat', 'Orlando Magic']","{'Miami Heat': 105, 'Orlando Magic': 93}"
96,,New York Knicks - Atlanta Hawks,2013-04-18 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Atlanta Hawks']","{'New York Knicks': 98, 'Atlanta Hawks': 92}"
97,,Oklahoma City Thunder - Milwaukee Bucks,2013-04-18 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Milwaukee Bucks']","{'Oklahoma City Thunder': 89, 'Milwaukee Bucks': 95}"
98,,San Antonio Spurs - Minnesota Timberwolves,2013-04-18 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Minnesota Timberwolves']","{'San Antonio Spurs': 95, 'Minnesota Timberwolves': 108}"
99,,Toronto Raptors - Boston Celtics,2013-04-18 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Boston Celtics']","{'Toronto Raptors': 114, 'Boston Celtics': 90}"
100,,Cleveland Cavaliers - Detroit Pistons,2013-04-10 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Detroit Pistons']","{'Cleveland Cavaliers': 104, 'Detroit Pistons': 111}"
101,,Orlando Magic - Milwaukee Bucks,2013-04-10 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Milwaukee Bucks']","{'Orlando Magic': 113, 'Milwaukee Bucks': 103}"
102,,Golden State Warriors - Minnesota Timberwolves,2013-04-10 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Minnesota Timberwolves']","{'Golden State Warriors': 105, 'Minnesota Timberwolves': 89}"
103,,Los Angeles Lakers - New Orleans Pelicans,2013-04-10 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'New Orleans Pelicans']","{'Los Angeles Lakers': 104, 'New Orleans Pelicans': 96}"
104,,Utah Jazz - Oklahoma City Thunder,2013-04-10 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Oklahoma City Thunder']","{'Utah Jazz': 80, 'Oklahoma City Thunder': 90}"
105,,Chicago Bulls - Toronto Raptors,2013-04-10 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Toronto Raptors']","{'Chicago Bulls': 98, 'Toronto Raptors': 101}"
106,,Houston Rockets - Phoenix Suns,2013-04-10 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Phoenix Suns']","{'Houston Rockets': 101, 'Phoenix Suns': 98}"
107,,Memphis Grizzlies - Charlotte Hornets,2013-04-10 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Charlotte Hornets']","{'Memphis Grizzlies': 94, 'Charlotte Hornets': 75}"
108,,Brooklyn Nets - Philadelphia 76ers,2013-04-09 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Philadelphia 76ers']","{'Brooklyn Nets': 104, 'Philadelphia 76ers': 83}"
109,,Miami Heat - Milwaukee Bucks,2013-04-09 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Milwaukee Bucks']","{'Miami Heat': 94, 'Milwaukee Bucks': 83}"
110,,New York Knicks - Washington Wizards,2013-04-09 23:30:00+00:00,basketball,NBA,"['New York Knicks', 'Washington Wizards']","{'New York Knicks': 120, 'Washington Wizards': 99}"
111,,Indiana Pacers - Cleveland Cavaliers,2013-04-09 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Cleveland Cavaliers']","{'Indiana Pacers': 99, 'Cleveland Cavaliers': 94}"
112,,Phoenix Suns - New Orleans Pelicans,2013-04-08 01:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'New Orleans Pelicans']","{'Phoenix Suns': 92, 'New Orleans Pelicans': 95}"
113,,Portland Trail Blazers - Dallas Mavericks,2013-04-08 01:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Dallas Mavericks']","{'Portland Trail Blazers': 91, 'Dallas Mavericks': 96}"
114,,Golden State Warriors - Utah Jazz,2013-04-08 00:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Utah Jazz']","{'Golden State Warriors': 90, 'Utah Jazz': 97}"
115,,Detroit Pistons - Chicago Bulls,2013-04-07 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Chicago Bulls']","{'Detroit Pistons': 99, 'Chicago Bulls': 85}"
116,,Boston Celtics - Washington Wizards,2013-04-07 22:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Washington Wizards']","{'Boston Celtics': 107, 'Washington Wizards': 96}"
117,,Cleveland Cavaliers - Orlando Magic,2013-04-07 22:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Orlando Magic']","{'Cleveland Cavaliers': 91, 'Orlando Magic': 85}"
118,,Sacramento Kings - Memphis Grizzlies,2013-04-07 22:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'Memphis Grizzlies']","{'Sacramento Kings': 87, 'Memphis Grizzlies': 89}"
119,,Los Angeles Clippers - Los Angeles Lakers,2013-04-07 19:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Los Angeles Lakers']","{'Los Angeles Clippers': 109, 'Los Angeles Lakers': 95}"
120,,Oklahoma City Thunder - New York Knicks,2013-04-07 17:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'New York Knicks']","{'Oklahoma City Thunder': 120, 'New York Knicks': 125}"
121,,Denver Nuggets - Houston Rockets,2013-04-07 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Houston Rockets']","{'Denver Nuggets': 132, 'Houston Rockets': 114}"
122,,Milwaukee Bucks - Toronto Raptors,2013-04-07 00:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Toronto Raptors']","{'Milwaukee Bucks': 100, 'Toronto Raptors': 83}"
123,,San Antonio Spurs - Atlanta Hawks,2013-04-07 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Atlanta Hawks']","{'San Antonio Spurs': 99, 'Atlanta Hawks': 97}"
124,,Minnesota Timberwolves - Detroit Pistons,2013-04-07 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Detroit Pistons']","{'Minnesota Timberwolves': 107, 'Detroit Pistons': 101}"
125,,Brooklyn Nets - Charlotte Hornets,2013-04-06 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Charlotte Hornets']","{'Brooklyn Nets': 105, 'Charlotte Hornets': 96}"
126,,Miami Heat - Philadelphia 76ers,2013-04-06 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Philadelphia 76ers']","{'Miami Heat': 106, 'Philadelphia 76ers': 87}"
127,,Washington Wizards - Indiana Pacers,2013-04-06 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Indiana Pacers']","{'Washington Wizards': 104, 'Indiana Pacers': 85}"
128,,Los Angeles Lakers - Memphis Grizzlies,2013-04-06 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Memphis Grizzlies']","{'Los Angeles Lakers': 86, 'Memphis Grizzlies': 84}"
129,,Portland Trail Blazers - Houston Rockets,2013-04-06 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Houston Rockets']","{'Portland Trail Blazers': 98, 'Houston Rockets': 116}"
130,,Phoenix Suns - Golden State Warriors,2013-04-06 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Golden State Warriors']","{'Phoenix Suns': 107, 'Golden State Warriors': 111}"
131,,Sacramento Kings - Dallas Mavericks,2013-04-06 02:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'Dallas Mavericks']","{'Sacramento Kings': 108, 'Dallas Mavericks': 117}"
132,,Utah Jazz - New Orleans Pelicans,2013-04-06 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'New Orleans Pelicans']","{'Utah Jazz': 95, 'New Orleans Pelicans': 83}"
133,,Charlotte Hornets - Miami Heat,2013-04-06 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Miami Heat']","{'Charlotte Hornets': 79, 'Miami Heat': 89}"
134,,Chicago Bulls - Orlando Magic,2013-04-06 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Orlando Magic']","{'Chicago Bulls': 87, 'Orlando Magic': 86}"
135,,Indiana Pacers - Oklahoma City Thunder,2013-04-06 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Oklahoma City Thunder']","{'Indiana Pacers': 75, 'Oklahoma City Thunder': 97}"
136,,Minnesota Timberwolves - Toronto Raptors,2013-04-06 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Toronto Raptors']","{'Minnesota Timberwolves': 93, 'Toronto Raptors': 95}"
