,id,name,start_timestamp,sport,league,teams,scores
56,,New Orleans Pelicans - Phoenix Suns,2022-04-25 01:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Phoenix Suns']","{'New Orleans Pelicans': 118, 'Phoenix Suns': 103}"
57,,Atlanta Hawks - Miami Heat,2022-04-24 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Miami Heat']","{'Atlanta Hawks': 86, 'Miami Heat': 110}"
58,,Denver Nuggets - Golden State Warriors,2022-04-24 19:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Golden State Warriors']","{'Denver Nuggets': 126, 'Golden State Warriors': 121}"
59,,Chicago Bulls - Milwaukee Bucks,2022-04-24 17:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Milwaukee Bucks']","{'Chicago Bulls': 95, 'Milwaukee Bucks': 119}"
60,,Minnesota Timberwolves - Memphis Grizzlies,2022-04-24 02:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Memphis Grizzlies']","{'Minnesota Timberwolves': 119, 'Memphis Grizzlies': 118}"
61,,Brooklyn Nets - Boston Celtics,2022-04-23 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Boston Celtics']","{'Brooklyn Nets': 103, 'Boston Celtics': 109}"
62,,Utah Jazz - Dallas Mavericks,2022-04-23 20:30:00+00:00,basketball,NBA,"['Utah Jazz', 'Dallas Mavericks']","{'Utah Jazz': 100, 'Dallas Mavericks': 99}"
63,,Toronto Raptors - Philadelphia 76ers,2022-04-23 18:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 110, 'Philadelphia 76ers': 102}"
64,,New Orleans Pelicans - Phoenix Suns,2022-04-23 01:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Phoenix Suns']","{'New Orleans Pelicans': 111, 'Phoenix Suns': 114}"
65,,Chicago Bulls - Milwaukee Bucks,2022-04-23 00:30:00+00:00,basketball,NBA,"['Chicago Bulls', 'Milwaukee Bucks']","{'Chicago Bulls': 81, 'Milwaukee Bucks': 111}"
66,,Atlanta Hawks - Miami Heat,2022-04-22 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Miami Heat']","{'Atlanta Hawks': 111, 'Miami Heat': 110}"
67,,Denver Nuggets - Golden State Warriors,2022-04-22 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Golden State Warriors']","{'Denver Nuggets': 113, 'Golden State Warriors': 118}"
68,,Utah Jazz - Dallas Mavericks,2022-04-22 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Dallas Mavericks']","{'Utah Jazz': 118, 'Dallas Mavericks': 126}"
69,,Minnesota Timberwolves - Memphis Grizzlies,2022-04-21 23:30:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Memphis Grizzlies']","{'Minnesota Timberwolves': 95, 'Memphis Grizzlies': 104}"
70,,Milwaukee Bucks - Chicago Bulls,2022-04-21 01:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Chicago Bulls']","{'Milwaukee Bucks': 110, 'Chicago Bulls': 114}"
71,,Toronto Raptors - Philadelphia 76ers,2022-04-21 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 101, 'Philadelphia 76ers': 104}"
72,,Boston Celtics - Brooklyn Nets,2022-04-20 23:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Brooklyn Nets']","{'Boston Celtics': 114, 'Brooklyn Nets': 107}"
73,,Phoenix Suns - New Orleans Pelicans,2022-04-20 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'New Orleans Pelicans']","{'Phoenix Suns': 114, 'New Orleans Pelicans': 125}"
74,,Memphis Grizzlies - Minnesota Timberwolves,2022-04-20 00:40:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Minnesota Timberwolves']","{'Memphis Grizzlies': 124, 'Minnesota Timberwolves': 96}"
75,,Miami Heat - Atlanta Hawks,2022-04-19 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Atlanta Hawks']","{'Miami Heat': 115, 'Atlanta Hawks': 105}"
76,,Golden State Warriors - Denver Nuggets,2022-04-19 02:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Denver Nuggets']","{'Golden State Warriors': 126, 'Denver Nuggets': 106}"
77,,Dallas Mavericks - Utah Jazz,2022-04-19 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Utah Jazz']","{'Dallas Mavericks': 110, 'Utah Jazz': 104}"
78,,Philadelphia 76ers - Toronto Raptors,2022-04-18 23:30:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Toronto Raptors']","{'Philadelphia 76ers': 112, 'Toronto Raptors': 97}"
79,,Phoenix Suns - New Orleans Pelicans,2022-04-18 01:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'New Orleans Pelicans']","{'Phoenix Suns': 110, 'New Orleans Pelicans': 99}"
80,,Milwaukee Bucks - Chicago Bulls,2022-04-17 22:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Chicago Bulls']","{'Milwaukee Bucks': 93, 'Chicago Bulls': 86}"
81,,Boston Celtics - Brooklyn Nets,2022-04-17 19:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Brooklyn Nets']","{'Boston Celtics': 115, 'Brooklyn Nets': 114}"
82,,Miami Heat - Atlanta Hawks,2022-04-17 17:00:00+00:00,basketball,NBA,"['Miami Heat', 'Atlanta Hawks']","{'Miami Heat': 115, 'Atlanta Hawks': 91}"
83,,Golden State Warriors - Denver Nuggets,2022-04-17 00:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Denver Nuggets']","{'Golden State Warriors': 123, 'Denver Nuggets': 107}"
84,,Philadelphia 76ers - Toronto Raptors,2022-04-16 22:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Toronto Raptors']","{'Philadelphia 76ers': 131, 'Toronto Raptors': 111}"
85,,Memphis Grizzlies - Minnesota Timberwolves,2022-04-16 19:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Minnesota Timberwolves']","{'Memphis Grizzlies': 117, 'Minnesota Timberwolves': 130}"
86,,Dallas Mavericks - Utah Jazz,2022-04-16 17:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Utah Jazz']","{'Dallas Mavericks': 93, 'Utah Jazz': 99}"
87,,Los Angeles Clippers - New Orleans Pelicans,2022-04-16 02:00:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'New Orleans Pelicans']","{'Los Angeles Clippers': 101, 'New Orleans Pelicans': 105}"
88,,Cleveland Cavaliers - Atlanta Hawks,2022-04-15 23:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Atlanta Hawks']","{'Cleveland Cavaliers': 101, 'Atlanta Hawks': 107}"
89,,New Orleans Pelicans - San Antonio Spurs,2022-04-14 01:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'San Antonio Spurs']","{'New Orleans Pelicans': 113, 'San Antonio Spurs': 103}"
90,,Atlanta Hawks - Charlotte Hornets,2022-04-13 23:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Charlotte Hornets']","{'Atlanta Hawks': 132, 'Charlotte Hornets': 103}"
91,,Minnesota Timberwolves - Los Angeles Clippers,2022-04-13 01:30:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Los Angeles Clippers']","{'Minnesota Timberwolves': 109, 'Los Angeles Clippers': 104}"
92,,Brooklyn Nets - Cleveland Cavaliers,2022-04-12 23:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Cleveland Cavaliers']","{'Brooklyn Nets': 115, 'Cleveland Cavaliers': 108}"
93,,Dallas Mavericks - San Antonio Spurs,2022-04-11 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'San Antonio Spurs']","{'Dallas Mavericks': 130, 'San Antonio Spurs': 120}"
94,,Denver Nuggets - Los Angeles Lakers,2022-04-11 01:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Los Angeles Lakers']","{'Denver Nuggets': 141, 'Los Angeles Lakers': 146}"
95,,Los Angeles Clippers - Oklahoma City Thunder,2022-04-11 01:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Oklahoma City Thunder']","{'Los Angeles Clippers': 138, 'Oklahoma City Thunder': 88}"
96,,New Orleans Pelicans - Golden State Warriors,2022-04-11 01:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Golden State Warriors']","{'New Orleans Pelicans': 107, 'Golden State Warriors': 128}"
97,,Phoenix Suns - Sacramento Kings,2022-04-11 01:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'Sacramento Kings']","{'Phoenix Suns': 109, 'Sacramento Kings': 116}"
98,,Portland Trail Blazers - Utah Jazz,2022-04-11 01:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Utah Jazz']","{'Portland Trail Blazers': 80, 'Utah Jazz': 111}"
99,,Minnesota Timberwolves - Chicago Bulls,2022-04-11 00:30:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Chicago Bulls']","{'Minnesota Timberwolves': 120, 'Chicago Bulls': 124}"
100,,Memphis Grizzlies - Boston Celtics,2022-04-10 23:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Boston Celtics']","{'Memphis Grizzlies': 110, 'Boston Celtics': 139}"
101,,New York Knicks - Toronto Raptors,2022-04-10 23:00:00+00:00,basketball,NBA,"['New York Knicks', 'Toronto Raptors']","{'New York Knicks': 105, 'Toronto Raptors': 94}"
102,,Orlando Magic - Miami Heat,2022-04-10 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Miami Heat']","{'Orlando Magic': 125, 'Miami Heat': 111}"
103,,Philadelphia 76ers - Detroit Pistons,2022-04-10 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Detroit Pistons']","{'Philadelphia 76ers': 118, 'Detroit Pistons': 106}"
104,,Brooklyn Nets - Indiana Pacers,2022-04-10 19:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Indiana Pacers']","{'Brooklyn Nets': 134, 'Indiana Pacers': 126}"
105,,Charlotte Hornets - Washington Wizards,2022-04-10 19:30:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Washington Wizards']","{'Charlotte Hornets': 124, 'Washington Wizards': 108}"
106,,Cleveland Cavaliers - Milwaukee Bucks,2022-04-10 19:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Milwaukee Bucks']","{'Cleveland Cavaliers': 133, 'Milwaukee Bucks': 115}"
107,,Houston Rockets - Atlanta Hawks,2022-04-10 19:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Atlanta Hawks']","{'Houston Rockets': 114, 'Atlanta Hawks': 130}"
108,,Los Angeles Clippers - Sacramento Kings,2022-04-10 01:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Sacramento Kings']","{'Los Angeles Clippers': 117, 'Sacramento Kings': 98}"
109,,San Antonio Spurs - Golden State Warriors,2022-04-10 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Golden State Warriors']","{'San Antonio Spurs': 94, 'Golden State Warriors': 100}"
110,,Memphis Grizzlies - New Orleans Pelicans,2022-04-09 22:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'New Orleans Pelicans']","{'Memphis Grizzlies': 141, 'New Orleans Pelicans': 114}"
111,,Philadelphia 76ers - Indiana Pacers,2022-04-09 17:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Indiana Pacers']","{'Philadelphia 76ers': 133, 'Indiana Pacers': 120}"
112,,Los Angeles Lakers - Oklahoma City Thunder,2022-04-09 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Oklahoma City Thunder']","{'Los Angeles Lakers': 120, 'Oklahoma City Thunder': 101}"
113,,Utah Jazz - Phoenix Suns,2022-04-09 01:30:00+00:00,basketball,NBA,"['Utah Jazz', 'Phoenix Suns']","{'Utah Jazz': 105, 'Phoenix Suns': 111}"
114,,Dallas Mavericks - Portland Trail Blazers,2022-04-09 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Portland Trail Blazers']","{'Dallas Mavericks': 128, 'Portland Trail Blazers': 78}"
115,,Chicago Bulls - Charlotte Hornets,2022-04-09 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Charlotte Hornets']","{'Chicago Bulls': 117, 'Charlotte Hornets': 133}"
116,,Miami Heat - Atlanta Hawks,2022-04-09 00:00:00+00:00,basketball,NBA,"['Miami Heat', 'Atlanta Hawks']","{'Miami Heat': 113, 'Atlanta Hawks': 109}"
117,,Brooklyn Nets - Cleveland Cavaliers,2022-04-08 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Cleveland Cavaliers']","{'Brooklyn Nets': 118, 'Cleveland Cavaliers': 107}"
118,,Toronto Raptors - Houston Rockets,2022-04-08 23:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Houston Rockets']","{'Toronto Raptors': 117, 'Houston Rockets': 115}"
119,,Detroit Pistons - Milwaukee Bucks,2022-04-08 23:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Milwaukee Bucks']","{'Detroit Pistons': 101, 'Milwaukee Bucks': 131}"
120,,Washington Wizards - New York Knicks,2022-04-08 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'New York Knicks']","{'Washington Wizards': 92, 'New York Knicks': 114}"
121,,Golden State Warriors - Los Angeles Lakers,2022-04-08 02:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Los Angeles Lakers']","{'Golden State Warriors': 128, 'Los Angeles Lakers': 112}"
122,,Denver Nuggets - Memphis Grizzlies,2022-04-08 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Memphis Grizzlies']","{'Denver Nuggets': 122, 'Memphis Grizzlies': 109}"
123,,Minnesota Timberwolves - San Antonio Spurs,2022-04-08 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'San Antonio Spurs']","{'Minnesota Timberwolves': 127, 'San Antonio Spurs': 121}"
124,,New Orleans Pelicans - Portland Trail Blazers,2022-04-08 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Portland Trail Blazers']","{'New Orleans Pelicans': 127, 'Portland Trail Blazers': 94}"
125,,Milwaukee Bucks - Boston Celtics,2022-04-07 23:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Boston Celtics']","{'Milwaukee Bucks': 127, 'Boston Celtics': 121}"
126,,Toronto Raptors - Philadelphia 76ers,2022-04-07 23:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 119, 'Philadelphia 76ers': 114}"
127,,Charlotte Hornets - Orlando Magic,2022-04-07 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Orlando Magic']","{'Charlotte Hornets': 128, 'Orlando Magic': 101}"
128,,Los Angeles Clippers - Phoenix Suns,2022-04-07 02:00:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Phoenix Suns']","{'Los Angeles Clippers': 113, 'Phoenix Suns': 109}"
129,,Utah Jazz - Oklahoma City Thunder,2022-04-07 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Oklahoma City Thunder']","{'Utah Jazz': 137, 'Oklahoma City Thunder': 101}"
130,,Atlanta Hawks - Washington Wizards,2022-04-07 00:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Washington Wizards']","{'Atlanta Hawks': 118, 'Washington Wizards': 103}"
131,,Chicago Bulls - Boston Celtics,2022-04-07 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Boston Celtics']","{'Chicago Bulls': 94, 'Boston Celtics': 117}"
132,,New York Knicks - Brooklyn Nets,2022-04-06 23:30:00+00:00,basketball,NBA,"['New York Knicks', 'Brooklyn Nets']","{'New York Knicks': 98, 'Brooklyn Nets': 110}"
133,,Detroit Pistons - Dallas Mavericks,2022-04-06 23:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Dallas Mavericks']","{'Detroit Pistons': 113, 'Dallas Mavericks': 131}"
134,,Phoenix Suns - Los Angeles Lakers,2022-04-06 02:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'Los Angeles Lakers']","{'Phoenix Suns': 121, 'Los Angeles Lakers': 110}"
135,,Sacramento Kings - New Orleans Pelicans,2022-04-06 02:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'New Orleans Pelicans']","{'Sacramento Kings': 109, 'New Orleans Pelicans': 123}"
